FID,OBJECTID,Upstream_S,Upstream_I,Upstream_A,Downstream,Downstre_1,Downstre_2,Pipe_ID,Pipe_Geome,Horizontal,Vertical_D,Pipe_Size,Pipe_Lengt,Pipe_Mater,Condition,Comments,Enabled,COMPTYPE,COMPKEY,UNITID,UNITID2,MAINCOMP1,MAINCOMP2,PARLINENO,Date_VERIF,Dbasin,Owner,Picture_ID,Picture__1,Percent_Bl,Pipe_Quant,Pipe_Squas,SurveyDate,Verified_B,Source,Major_Wate,Year_Insta,PIPE_LININ,Downstre_3,Upstream_1,created_us,created_da,last_edite,last_edi_1,Verified_L,DOCID,OUTFALL,Shape_Leng
2970,21028,H1410014,7.150000000000000,0,H1410015,6.203000000000000,0,H1410014-H1410015,CR,18.000000000000000,0.000000000000000,18'',116.106841370000000,RCP,G, ,1,31,2744131,H1410014,H1410015,29,29, ,11/6/2014 0:00:00,4381,PRIVATE,H143462-H143461_1,H143462-H143461_2,30,1,0,2/1/2011 0:00:00,SW,TG,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071591, ,116.106837724000000
2971,21029,H1503597,7.127000000000000,0,H152452,6.834000000000000,0,H1503597-H152452,CR,18.000000000000000,0.000000000000000,18'',43.231515399999999,RCP,G, ,1,31,2744154,H1503597,H152452,29,30, ,10/23/2014 0:00:00,4552,CON,H153586-H152452_1,H153586-H152452_2,0,1,0,2/8/2011 0:00:00,TG,TG,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071592, ,43.231516859800003
2972,21030,H153478,10.329000000000001,0,H153490,9.760999999999999,0,H153478-H153490,CR,15.000000000000000,0.000000000000000,15'',73.141340970000002,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744132,H1503749,H1503750,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153478-H153490_1,H153478-H153490_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071593, ,73.141337569800001
2973,21031,H153490,9.661000000000000,0,H153480,9.496000000000000,0,H153490-H153480,CR,15.000000000000000,0.000000000000000,15'',66.681694550000003,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744155,H1503750,H1503751,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153490-H153480_1,H153490-H153480_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071594, ,66.681695133600002
2974,21032,H1503664,7.802000000000000,0,H1503661,7.478000000000000,0,H1503664-H1503661,CR,18.000000000000000,0.000000000000000,18'',29.976931449999999,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744039,H1503664,H1503661,29,29, ,2/1/2016 0:00:00,4992,PRIVATE,H153487-H153488_1,H153487-H153488_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071595, ,29.976931973300001
2975,21033,H1503647,9.535000000000000,0,H1503648,8.500000000000000,0,H1503647-H1503648,CR,24.000000000000000,0.000000000000000,24'',88.131657910000001,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744230,H1503647,H1503648,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153467-H153468_1,H153467-H153468_2,0,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071596, ,88.131658201700006
2976,21034,H1503648,8.400000000000000,0,H1503649,8.602000000000000,0,H1503648-H1503649,CR,24.000000000000000,0.000000000000000,24'',92.249223499999999,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744040,H1503648,H1503649,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153468-H153469_1,H153468-H153469_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071597, ,92.249222275600005
2977,21035,H1503649,8.602000000000000,0,H1503650,8.519000000000000,0,H1503649-H1503650,CR,24.000000000000000,0.000000000000000,24'',66.183717619999996,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744041,H1503649,H1503650,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153469-H153481_1,H153469-H153481_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071598, ,66.183718834600000
2978,21036,H153477,10.093999999999999,0,H153478,10.529000000000000,0,H153477-H153478,CR,15.000000000000000,0.000000000000000,15'',76.209494359999994,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744133,H1503748,H1503749,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153477-H153478_1,H153477-H153478_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071599, ,76.209497489800000
2979,21037,H1503663,11.055999999999999,0,H1503662,10.077999999999999,0,H1503663-H1503662,CR,12.000000000000000,0.000000000000000,12'',70.980814440000003,RCP,F,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2745282,H1503663,H1503662,29,29, ,2/1/2016 0:00:00,4973,PRIVATE,H153494-H153493_1,H153494-H153493_2,40,1,0,3/2/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071600, ,70.980810395299997
2980,21038,H1503662,9.878000000000000,0,H1503664,9.002000000000001,0,H1503662-H1503664,CR,12.000000000000000,0.000000000000000,12'',100.212045390000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744134,H1503662,H1503664,29,29, ,2/1/2016 0:00:00,4974,PRIVATE,H153493-H153487_1,H153493-H153487_2,20,1,0,3/2/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071601, ,100.212042661000000
2981,21039,H1503659,10.727000000000000,0,H1503660,10.086000000000000,0,H1503659-H1503660,CR,12.000000000000000,0.000000000000000,12'',94.946956009999994,RCP,F,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744277,H1503659,H1503660,29,29, ,2/1/2016 0:00:00,4973,PRIVATE,H153495-H153496_1,H153495-H153496_2,20,1,0,3/2/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071602, ,94.946951544800001
2982,21040,H1503660,10.086000000000000,0,H1503661,9.478000000000000,0,H1503660-H1503661,CR,12.000000000000000,0.000000000000000,12'',127.699841010000000,RCP,F,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744302,H1503660,H1503661,29,29, ,2/1/2016 0:00:00,4973,PRIVATE,H153496-H153488_1,H153496-H153488_2,10,1,0,3/2/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071603, ,127.699842700000000
2983,21041,H1503610,7.538000000000000,0,H152111,7.154000000000000,0,H1503610-H152111,CR,24.000000000000000,0.000000000000000,24'',109.902353680000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2745283,H1503610,H152111,29,32, ,2/1/2016 0:00:00,8,PRIVATE,H153504-H152111_1,H153504-H152111_2,10,1,0,3/2/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071604, ,109.902349468000000
2984,21042,H1503624,6.380000000000000,0,H1503625,5.936000000000000,0,H1503624-H1503625,CR,24.000000000000000,0.000000000000000,24'',67.159228619999993,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744057,H1503624,H1503625,29,30, ,2/1/2016 0:00:00,5058,PRIVATE,H153498-H153526_1,H153498-H153526_2,10,1,0,3/3/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071605, ,67.159228258900001
2985,21043,H1503625,5.936000000000000,0,H152100,6.030000000000000,0,H1503625-H152100,CR,24.000000000000000,0.000000000000000,24'',91.143591779999994,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744042,H1503625,H152100,30,29, ,2/1/2016 0:00:00,5059,PRIVATE,H153526-H152100_1,H153526-H152100_2,10,1,0,3/3/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071606, ,91.143593926799994
2986,21044,H1503666,6.441000000000000,0,H1503665,0.000000000000000,0,H1503666-H1503665,CR,8.000000000000000,0.000000000000000,8'',28.106441329999999,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744232,H1503666,H1503665,29,30, ,2/1/2016 0:00:00,5120,PRIVATE,H153527-H153528_1,H153527-H153528_2,10,1,0,3/3/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071607, ,28.106438936899998
2987,21045,H1503661,7.478000000000000,0,H1503629,6.913000000000000,0,H1503661-H1503629,CR,24.000000000000000,0.000000000000000,24'',39.164898680000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2745284,H1503661,H1503629,29,29, ,2/1/2016 0:00:00,5002,PRIVATE,H153488-H153470_1,H153488-H153470_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071608, ,39.164899107700002
2988,21046,H1503746,8.247000000000000,0,H152102,8.310000000000001,0,H1503746-H152102,CR,12.000000000000000,0.000000000000000,12'',54.578989579999998,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744414,H1503746,H152102,29,29, ,2/1/2016 0:00:00,5130,PRIVATE,H153525-H152102_1, ,10,1,0,3/3/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071609, ,54.578993365700001
2989,21047,H152198,4.124000000000000,0,H1503631,4.057000000000000,0,H152198-H1503631,CR,18.000000000000000,0.000000000000000,18'',50.920303890000000,RCP,F,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744137,H152198,H1503631,30,30, ,2/1/2016 0:00:00,5333,PRIVATE,H152198-H153466_1,H152198-H153466_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071610, ,50.920301489899998
2990,21048,H1503631,4.057000000000000,0,G152051,2.041000000000000,0,H1503631-G152051,CR,18.000000000000000,0.000000000000000,18'',155.026264779999990,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744058,H1503631,G152051,30,32, ,2/1/2016 0:00:00,5333,PRIVATE,H153466-G152051_1,H153466-G152051_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071611, ,155.026268254000000
2991,21049,H1503651,7.710000000000000,0,H1503652,8.281000000000001,0,H1503651-H1503652,CR,24.000000000000000,0.000000000000000,24'',35.111774490000002,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744060,H1503651,H1503652,29,30, ,2/1/2016 0:00:00,8,PRIVATE,H153482-H153483_1,H153482-H153483_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071612, ,35.111778688699999
2992,21050,H1503650,8.519000000000000,0,H1503651,7.710000000000000,0,H1503650-H1503651,CR,24.000000000000000,0.000000000000000,24'',23.711557830000000,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744138,H1503650,H1503651,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153481-H153482_1,H153481-H153482_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071613, ,23.711552542200000
2993,21051,H1503687,10.308000000000000,0,H152279,10.436999999999999,0,H1503687-H152279,CR,6.000000000000000,0.000000000000000,6'',17.111024230000002,PLAS,F,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2745534,H1503687,H152279,29,29, ,2/1/2016 0:00:00,4872,PRIVATE,H153588-H152279_1,H153588-H152279_2,50,1,0,3/4/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071614, ,17.111026613500002
2994,21052,H1503686,9.772000000000000,0,H152277,8.270000000000000,0,H1503686-H152277,CR,6.000000000000000,0.000000000000000,6'',15.764877940000000,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744163,H1503686,H152277,29,29, ,2/1/2016 0:00:00,4872,PRIVATE,H153589-H152277_1,H153589-H152277_2,50,1,0,3/4/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071615, ,15.764881361200000
2995,21053,H152277,5.870000000000000,0,H152272,5.705000000000000,0,H152277-H152272,CR,12.000000000000000,0.000000000000000,12'',34.459698410000001,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2745535,H152277,H152272,29,30, ,2/1/2016 0:00:00,8,PRIVATE,H152277-H152272_1,H152277-H152272_2,0,1,0,3/4/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071616, ,34.459698605500002
2996,21054,H1503688,9.786000000000000,0,H1503689,10.007000000000000,0,H1503688-H1503689,CR,12.000000000000000,0.000000000000000,12'',86.019637529999997,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744102,H1503688,H1503689,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153458-H153459_1,H153458-H153459_2,10,1,0,3/7/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071617, ,86.019641321500004
2997,21055,H152061,6.645000000000000,0,H1503600,6.637000000000000,0,H152061-H1503600,CR,12.000000000000000,0.000000000000000,12'',17.914048240000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744304,H152061,H1503600,30,29, ,2/1/2016 0:00:00,8,PRIVATE,H152061-H153460_1,H152061-H153460_2,10,1,0,3/7/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071618, ,17.914046451299999
2998,21056,H1503617,7.291000000000000,0,H1503615,0.000000000000000,0,H1503617-H1503615,CR,15.000000000000000,0.000000000000000,15'',88.683872089999994,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744103,H1503617,H1503615,30,30, ,2/1/2016 0:00:00,4951,PRIVATE,H153461-H153551_1, ,10,1,0,3/7/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071619, ,88.683871776199993
2999,21057,H1503690,9.808999999999999,0,H1503691,9.653000000000001,0,H1503690-H1503691,CR,12.000000000000000,0.000000000000000,12'',82.082394210000004,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744279,H1503690,H1503691,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153462-H153463_1,H153462-H153463_2,40,1,0,3/7/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071620, ,82.082395135499993
3000,21058,H1503691,9.452999999999999,0,H1503693,0.000000000000000,0,H1503691-H1503693,CR,15.000000000000000,0.000000000000000,15'',66.558700990000006,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744104,H1503691,H1503693,29,32, ,2/1/2016 0:00:00,8,PRIVATE,H153463-H153465_1,H153463-H153465_2,10,1,0,3/7/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071621, ,69.415136054599998
3001,21059,H1410001,7.534000000000000,0,G1403218,6.927000000000000,0,H1410001-G1403218,CR,12.000000000000000,0.000000000000000,12'',122.605429370000000,RCP,G, ,1,31,2743985,H1410001,G1403218,29,29, ,10/24/2014 0:00:00,3667,PRIVATE,H143449-G143208_1,H143449-G143208_2,10,1,0,3/7/2011 0:00:00,SW,TG,05,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071622, ,122.605425976000010
3002,21060,H152556,4.975000000000000,0,H152555,5.022000000000000,0,H152556-H152555,CR,24.000000000000000,0.000000000000000,24'',74.293817120000000,RCP,G, ,1,31,2020327,H152556,H152555,30,29, ,6/14/2012 0:00:00,4454,PRIVATE,H152556-H152555_1,H152556-H152555_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071623, ,74.293818566499993
3003,21061,H152107,7.182000000000000,0,H1503626,6.862000000000000,0,H152107-H1503626,CR,24.000000000000000,0.000000000000000,24'',50.988490120000002,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744415,H152107,H1503626,29,29, ,2/1/2016 0:00:00,5119,PRIVATE,H152107-H152104_1,H152107-H152104_2,10,1,0,,MOSWALD,DM,08,1936,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071624, ,50.988490034100003
3004,21062,H152109,7.784000000000000,0,H152107,7.182000000000000,0,H152109-H152107,CR,24.000000000000000,0.000000000000000,24'',49.112025510000002,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020888,H152109,H152107,29,29, ,2/1/2016 0:00:00,5119,PRIVATE,H152109-H152107_1,H152109-H152107_2,10,1,0,,MOSWALD,DM,08,1936,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071625, ,49.112026018100003
3005,21063,H152106,8.048000000000000,0,H1503624,6.380000000000000,0,H152106-H1503624,CR,12.000000000000000,0.000000000000000,12'',43.230425179999997,RCP,F,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744061,H152106,H1503624,29,29, ,2/1/2016 0:00:00,5058,PRIVATE,H152106-H152105_1,H152106-H152105_2,60,1,0,,MOSWALD,DM,08,1936,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071626, ,43.230422699999998
3006,21064,H1503595,3.565000000000000,0,H153448,2.708000000000000,0,H1503595-H153448,CR,12.000000000000000,0.000000000000000,12'',18.809451410000001,RCP,G, ,1,31,2744062,H1503595,H153448,29,29, ,9/26/2014 0:00:00,3667,CON,H153587-H153448_1,H153587-H153448_2,0,1,0,2/17/2011 0:00:00,SW,TG,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071627, ,18.809452732200000
3007,21065,H153485,10.160000000000000,0,H153480,9.795999999999999,0,H153485-H153480,CR,12.000000000000000,0.000000000000000,12'',55.308372830000003,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744235,H1503752,H1503751,29,29, ,2/1/2016 0:00:00,4976,PRIVATE,H153485-H153480_1,H153485-H153480_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071628, ,55.308371187600002
3008,21066,H152025,-0.775000000000000,0,H152024,0.800000000000000,1,H152025-H152024,CR,42.000000000000000,0.000000000000000,42'',289.003322850000020,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2021031,H152025,H152024,29,30, ,2/1/2016 0:00:00,8,PRIVATE,H152025-H152024_1,H152025-H152024_2,10,1,0,,MOSWALD,DM,08,1936,0, , ,SW,,MOSWALD,5/11/2016 0:00:00,4,STPIPE071629, ,289.003325378000000
3009,21067,H142635,0.000000000000000,0,H142634,1.284000000000000,1,H142635-H142634,CR,15.000000000000000,0.000000000000000,15'',14.075171689999999,CONC,U, ,1,31,2019945,H142635,H142634,32,29, ,4/14/2011 0:00:00,4211,PRIVATE, , ,999,1,999,,TG,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071630, ,14.075172053899999
3010,21068,H142636,1.200000000000000,1,H142633,10.087999999999999,0,H142636-H142633,CR,15.000000000000000,0.000000000000000,15'',27.411526750000000,RCP,G, ,1,31,2744416,H142636,H142633,30,29, ,6/14/2012 0:00:00,4270,CON,H142636-H142633_1,H142636-H142633_2,10,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071631, ,27.411525799700001
3011,21069,H1503653,8.689000000000000,0,H1503637,0.000000000000000,0,H1503653-H1503637,CR,24.000000000000000,0.000000000000000,24'',190.963175570000000,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744164,H1503653,H1503637,29,30, ,2/1/2016 0:00:00,8,PRIVATE,H153471-H153489_1, ,0,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071632, ,190.963170276000000
3012,21070,H1503652,8.081000000000000,0,H1503657,8.007000000000000,0,H1503652-H1503657,CR,24.000000000000000,0.000000000000000,24'',28.082891629999999,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744105,H1503652,H1503657,30,29, ,2/1/2016 0:00:00,8,PRIVATE,H153483-H153484_1,H153483-H153484_2,10,1,0,3/1/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071633, ,28.083106614999998
3013,21071,H153590,7.169000000000000,0,H152262,6.666000000000000,0,H153590-H152262,CR,12.000000000000000,0.000000000000000,12'',101.833069720000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744280,H153590,H152262,29,29, ,2/1/2016 0:00:00,5027,PRIVATE,H153590-H152262_1,H153590-H152262_2,0,1,0,3/4/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071634, ,101.833073541999990
3014,21072,H1503689,10.007000000000000,0,H152067,9.558999999999999,0,H1503689-H152067,CR,12.000000000000000,0.000000000000000,12'',36.989176800000003,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744305,H1503689,H152067,29,29, ,2/1/2016 0:00:00,8,PRIVATE,H153459-H152067_1,H153459-H152067_2,10,1,0,3/7/2011 0:00:00,MOSWALD,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071635, ,36.989175853900001
3015,21073,H152427,7.121000000000000,0,H152426,6.002000000000000,0,H152427-H152426,CR,18.000000000000000,0.000000000000000,18'',53.665532929999998,DI,G, ,1,31,2020597,H152427,H152426,29,30, ,6/13/2012 0:00:00,4596,CON,H152427-H152426_1,H152427-H152426_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071636, ,53.665534431700003
3016,21074,H142578,7.476000000000000,0,H142576,7.254000000000000,0,H142578-H142576,CR,15.000000000000000,0.000000000000000,15'',22.709896400000002,RCP,G, ,1,31,2019881,H142578,H142576,29,29, ,6/14/2012 0:00:00,4281,CON,H142578-H142576_1,H142578-H142576_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071637, ,22.709894176900001
3017,21075,H142633,0.000000000000000,0,H142627,7.605000000000000,0,H142633-H142627,CR,18.000000000000000,0.000000000000000,18'',414.263324619999990,RCP,G, ,1,31,2744158,H142633,H142627,29,29, ,6/14/2012 0:00:00,4270,CON,H142633-H142627_1,H142633-H142627_2,40,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071638, ,414.263321933999980
3018,21076,H142639,10.651999999999999,0,H142633,0.000000000000000,0,H142639-H142633,CR,18.000000000000000,0.000000000000000,18'',180.313158789999990,RCP,G, ,1,31,2743986,H142639,H142633,29,29, ,6/14/2012 0:00:00,4211,CON,H142639-H142633_1,H142639-H142633_2,10,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071639, ,180.313157538000010
3019,21077,H142634,12.093000000000000,0,H142633,10.188000000000001,0,H142634-H142633,CR,15.000000000000000,0.000000000000000,15'',9.570812800000001,RCP,G, ,1,31,2745312,H142634,H142633,29,29, ,4/14/2011 0:00:00,4211,CON, , ,0,1,0,,TG,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE071640, ,9.570815190790000
3020,21078,H152391,4.456000000000000,0,H152390,4.476000000000000,0,H152391-H152390,CR,15.000000000000000,0.000000000000000,15'',183.636044320000000,RCP,G,VACTOR INSPECTION,1,31,2020200,H152391,H152390,29,29, ,6/23/2016 0:00:00,4725,CON,H152391-H152390_1,H152391-H152390_2,0,1,0,6/23/2016 0:00:00,V-DW,TG,08,1927,0, , ,SW,,MOSWALD,7/6/2016 0:00:00,4,STPIPE071641, ,185.966758649000010
3021,21079,H152392,5.652000000000000,0,H152391,4.756000000000000,0,H152392-H152391,CR,15.000000000000000,0.000000000000000,15'',29.513158619999999,RCP,G,VACTOR INSPECTION,1,31,2020201,H152392,H152391,29,29, ,6/23/2016 0:00:00,4725,CON,H152391-H152390_1,H152391-H152390_2,0,1,0,6/23/2016 0:00:00,V-DW,TG,08,1927,0, , ,SW,,MOSWALD,7/6/2016 0:00:00,4,STPIPE071642, ,30.295919872100001
3022,21080,H143458,0.000000000000000,0,H142634,12.093000000000000,0,H143458-H142634,CR,15.000000000000000,0.000000000000000,15'',92.665236480000004,RCP,G, ,1,31,2744063,H143458,H142634,29,29, ,4/14/2011 0:00:00,4211,PRIVATE, , ,50,1,0,2/1/2011 0:00:00,TG,TG,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071643, ,92.665239521600000
3023,21081,H143457,9.827999999999999,0,H142634,12.093000000000000,0,H143457-H142634,CR,15.000000000000000,0.000000000000000,15'',61.966544180000000,RCP,G, ,1,31,2744270,H143457,H142634,29,29, ,4/14/2011 0:00:00,4270,PRIVATE, , ,50,1,0,2/1/2011 0:00:00,TG,TG,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE071644, ,61.966540802499999
