FID,OBJECTID,Structure_,Structure1,Type_Code,Rim_Elevat,Invert_Ele,Year_Insta,Lid_Type,Lid_Size,Invert_Typ,Comments,Date_Verif,Verified_B,Easting,Northing,Enabled,AncillaryR,UNITID,COMPTYPE,COMPKEY,CntPipe,SurveyDate,Dbasin,Owner,Collector,Picture_ID,Picture__1,Junction_B,Junction_1,Percent_Bl,Structur_1,Structur_2,Source,Major_Wate,Type_Code_,Condition,created_us,created_da,last_edite,last_edi_1,Verified_L,Structur_3,DOCID,OUTFALL,Medallion,Outfall_Re
3595,25676, ,YB,66,5.830000000000000,1.330000000000000,1958,GR, ,I,16-0051,7/14/2016 0:00:00,SW,12128871.071000000000000,3474537.278810000000000,1,0, ,29,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,5/12/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,YB078688,E161,0, 
3596,25677, ,YB,66,5.160000000000000,2.010000000000000,1958,GR, ,I,16-0051,7/14/2016 0:00:00,SW,12128846.982500000000000,3474483.632980000200000,1,0, ,29,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,5/12/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,YB078689,E161,0, 
3597,25678, ,YB,66,4.990000000000000,0.600000000000000,1958,GR, ,I,16-0051,7/14/2016 0:00:00,SW,12128773.848800000000000,3474517.704160000200000,1,0, ,29,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,5/12/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,YB078690,E161,0, 
3598,25679, ,YB,66,5.570000000000000,1.150000000000000,1958,GR, ,I,16-0051,7/14/2016 0:00:00,SW,12128798.588400001000000,3474569.353470000000000,1,0, ,29,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,5/12/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,YB078691,E161,0, 
3599,25680, ,MHNS,39,6.550000000000000,0.880000000000000,2007,NS,30,I, ,,SW,12128982.312400000000000,3474656.940260000100000,1,0, ,30,0,0,,0,CON, , , ,0,0,0,PCC,0,ASBLT,08,0,G,MOSWALD,5/12/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5, ,MHNS078692,OF078693,0, 
3600,25681, ,OF,44,0.000000000000000,-2.900000000000000,999,NA, ,I, ,,SW,12128692.017600000000000,3474683.524019999900000,1,0, ,32,0,0,,0,CON, , , ,0,0,0,UNK,0,SURVY, ,0,F,MOSWALD,5/12/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,2, ,OF078693,OF078693,0, 
3601,26316, ,CBNS,10,11.190000000000000,0.000000000000000,999,ST,18,I,VACTOR INSPECTION,6/9/2016 0:00:00,V-TG,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,0,CON, , , ,0,0,0,PCC,0,VAC,08,0,F,MOSWALD,6/16/2016 0:00:00,GISNORFOLK,8/17/2016 0:00:00,4,2801 COLCHESTER CRESCENT,CBNS079406, ,0, 
3602,26317, ,CBNS,10,11.340000000000000,0.000000000000000,999,ST,18,I,VACTOR INSPECTION,6/9/2016 0:00:00,V-TG,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,0,CON, , , ,0,0,0,PCC,0,VAC,08,0,F,MOSWALD,6/16/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4,2800 COLCHESTER CRESCENT,CBNS079407, ,0, 
3603,26318, ,MHNS,39,11.910000000000000,0.000000000000000,999,ST,18,I,VACTOR INSPECTION,6/9/2016 0:00:00,V-TG,0.000000000000000,0.000000000000000,1,0, ,30,0,0,,0,CON, , , ,0,0,0,PCC,0,VAC,08,0,F,MOSWALD,6/16/2016 0:00:00,GISNORFOLK,8/17/2016 0:00:00,4,2801 COLCHESTER CRESCENT,MHNS079408, ,0, 
3604,26319, ,CBNS,10,0.000000000000000,0.000000000000000,999,ST,30,I, ,,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,0,CON, , , ,0,0,0,UNK,0,ORTHO,08,0,U,MOSWALD,6/16/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,2, ,CBNS079409, ,0, 
3605,26320, ,CBNS,10,11.119999999999999,0.000000000000000,999,ST,30,I, ,,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,0,CON, , , ,0,0,0,UNK,0,ORTHO,08,0,U,MOSWALD,6/16/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,2, ,CBNS079410, ,0, 
3606,26640, ,MHNS,39,6.500000000000000,1.700000000000000,2002,NS, ,I,02-0075,7/5/2016 0:00:00,SW,12128506.039200000000000,3476375.974849999900000,1,0, ,30,0,0,,4876,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,G,MOSWALD,7/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4, ,MHNS079748,E151300,0, 
3607,26641, ,MHNS,39,6.000000000000000,1.950000000000000,2002,NS, ,I,02-0075,7/5/2016 0:00:00,SW,12128512.723200001000000,3476373.219649999900000,1,0, ,30,0,0,,4876,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,G,MOSWALD,7/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4, ,MHNS079749,E151300,0, 
3608,26642, ,DI,16,4.090000000000000,0.240000000000000,1965,GR,30x19-76,I, ,,SW,12128538.159900000000000,3476295.769129999900000,1,0, ,29,0,0,,4876,CON, , , ,0,0,0,CONC,0,DM,08,0,G,MOSWALD,7/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4,239 DUKE STREET,DI079752,E151300,0, 
3609,26659, ,CBNS,10,10.029999999999999,6.290000000000000,1958,NS,30,I,VACTOR INSPECTION,6/28/2016 0:00:00,V-DW,12129472.687700000000000,3474692.392690000100000,1,0, ,29,0,0,6/28/2016 0:00:00,5619,CON, , , ,0,0,0,CONC,0,DM,08,0,G,MOSWALD,7/6/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,235 E MAIN STREET,CBNS079770,OF078693,0, 
3610,26666, ,CBDI,72,2.710000000000000,-0.770000000000000,1920,GR,24,I,"Sediment, Throat: H=0.47' L=2.33' Unable to open grate to access pipe, invert assumed",6/16/2016 0:00:00,V-DW,12129221.607600000000000,3478852.444399999900000,1,0, ,29,0,1,6/16/2016 0:00:00,3993,CON, , , ,0,0,0,BRK,0,DM,08,0,G,MOSWALD,7/6/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,759 BOUSH STREET,CBDI079777,E143250,0, 
3611,26671, ,CBDN,9,5.170000000000000,0.500000000000000,2008,VS, ,I,HRT LIGHT RAIL,9/20/2016 0:00:00,SW,12128473.691000000000000,3477819.113510000100000,1,0, ,29,0,0,,4392,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,7/6/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5, ,CBDN079783,E14330,0, 
3612,26675, ,PRDS,57,0.000000000000000,0.000000000000000,1965,NA, ,I, ,,SW,12128466.421000000000000,3477662.429479999900000,1,0, ,32,0,0,,4474,PRIVATE, , , ,0,0,0,CONC,0,DM,08,0,U,MOSWALD,7/6/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4,301 YORK STREET,PRDS079787,E14330,0, 
3613,26677, ,DINS,21,10.900000000000000,7.390000000000000,1991,NS,30X19-30,I, ,,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,3556,CON, , , ,0,0,0,CONC,0,DM,05,0,U,MOSWALD,7/6/2016 0:00:00,GISNORFOLK,8/12/2016 0:00:00,4,2233 MCKANN AVENUE,DINS079789,OF079823,0, 
3614,26678, ,DINS,21,11.260000000000000,7.360000000000000,1991,NS,30X19-30,I, ,,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,3556,CON, , , ,0,0,0,CONC,0,DM,05,0,G,MOSWALD,7/6/2016 0:00:00,GISNORFOLK,8/12/2016 0:00:00,4,2233 MCKANN AVENUE,DINS079790,OF079823,0, 
3615,26712, ,DINS,21,11.670000000000000,7.150000000000000,1991,NS,30X19-30,I, ,,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,3556,CON, , , ,0,0,0,CONC,0,DM,05,0,U,MOSWALD,7/7/2016 0:00:00,GISNORFOLK,8/12/2016 0:00:00,3,2233 MCKANN AVENUE,DINS079827,OF079823,0, 
3616,26713, ,PE,46,0.000000000000000,11.199999999999999,1991,NA, ,I,S28,7/7/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,32,0,0,,3556,CON, , , ,0,0,0,CONC,0,ASBLT,05,0,G,MOSWALD,7/7/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,2233 MCKANN AVENUE,PE079828,OF079823,0, 
3617,26717, ,DCEN,14,0.000000000000000,8.512000000000001,1991,NA, ,I,S28,7/7/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,32,0,0,,3556,CON, , , ,0,0,0,CONC,0,ASBLT,05,0,G,MOSWALD,7/7/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,2233 MCKANN AVENUE,DCEN079834, ,0, 
3618,26720, ,DCEN,14,0.000000000000000,8.279999999999999,999,NA, ,I, ,,KH,0.000000000000000,0.000000000000000,1,0, ,32,0,0,,3556,CON, , , ,0,0,0,CONC,0,KH,05,0,U,MOSWALD,7/7/2016 0:00:00,MOSWALD,7/7/2016 0:00:00,3, ,DCEN079837, ,0, 
3619,26852, ,DINS,21,6.460000000000000,2.590000000000000,1958,NS, ,I,16-0051,7/14/2016 0:00:00,SW,12129452.155700000000000,3474335.410470000000000,1,0, ,29,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,7/14/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,DINS080056,E1653,0, 
3620,26853, ,CBNS,10,7.620000000000000,3.270000000000000,1958,NS, ,I,16-0051,7/14/2016 0:00:00,SW,12129455.719100000000000,3474543.250459999800000,1,0, ,29,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,7/14/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,CBNS080057,OF078693,0, 
3621,26854, ,MHNS,39,7.990000000000000,2.490000000000000,1958,NS, ,I,16-0051,7/14/2016 0:00:00,SW,12129360.753799999000000,3474559.049070000200000,1,0, ,30,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,7/14/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,MHNS080058,OF078693,0, 
3622,26855, ,MHNS,39,7.660000000000000,2.610000000000000,1958,NS, ,I,16-0051,7/14/2016 0:00:00,SW,12129393.826700000000000,3474558.246119999800000,1,0, ,30,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,7/14/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,MHNS080059,OF078693,0, 
3623,26856, ,MHNS,39,6.220000000000000,1.770000000000000,1958,NS, ,I,16-0051,7/14/2016 0:00:00,SW,12129058.648800001000000,3474654.383270000100000,1,0, ,30,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,7/14/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,MHNS080060,OF078693,0, 
3624,26857, ,UN,64,0.000000000000000,0.000000000000000,1958,NS, ,I,16-0051,7/14/2016 0:00:00,SW,12129081.196500000000000,3474563.367639999800000,1,0, ,32,0,0,,5653,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,MOSWALD,7/14/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,333 WATERSIDE DRIVE,UN080061,OF078693,0, 
3625,26858, ,MHNS,39,7.080000000000000,1.180000000000000,1958,GR,5.60, , ,,SW,12128915.121600000000000,3474538.497849999900000,1,0, ,30,0,0,,0,CON, , , ,0,0,0,BRK,0,ASBLT,08,0,U,MOSWALD,7/14/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3, ,MHNS080062,E161,0, 
3626,26940, ,JB,30,1.980000000000000,-8.350000000000000,0,GR, ,I, ,,SW,12128631.571599999000000,3475831.933610000200000,1,0, ,30,0,0,,0,CON, , , ,0,0,0,CONC,0, , ,0,U,GISNORFOLK,7/20/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,0, ,JB081291,OF0105805,0, 
3627,26941, ,YB,66,2.930000000000000,0.720000000000000,999,GR, , , ,,SW,12128677.422300000000000,3476054.482439999900000,1,0, ,29,0,0,,0,PRIVATE, , , ,0,0,0,BRK,0,ASBLT, ,0,U,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/2/2016 0:00:00,4, ,YB081683,OF081690,0, 
3628,26942, ,PICN,50,0.000000000000000,0.000000000000000,2014,GR, ,I, ,10/27/2015 0:00:00,MOSWALD,12128686.016100001000000,3476076.010220000100000,1,0, ,32,0,0,,0,PRIVATE, , , ,0,0,0,UNK,0,ASBLT,03,0,G,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/2/2016 0:00:00,5, ,PICN081684,OF081690,0, 
3629,26943, ,PICN,50,0.000000000000000,0.000000000000000,2014,GR, ,I, ,10/27/2015 0:00:00,MOSWALD,12128699.477900000000000,3476055.417669999900000,1,0, ,32,0,0,,0,PRIVATE, , , ,0,0,0,UNK,0,ASBLT,03,0,G,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5, ,PICN081685,OF0105805,0, 
3630,26944, ,MHNS,39,4.650000000000000,-0.750000000000000,2002,GR, ,I, ,10/4/2016 0:00:00,SW,12128796.649700001000000,3476141.765420000100000,1,0, ,30,0,0,,5209,CON, , , ,0,0,0,CONC,0,ASBLT,08,36,U,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5,220 BOUSH STREET,MHNS081686,OF0105805,0, 
3631,26945, ,CBVD,12,4.650000000000000,-0.750000000000000,2002,ST, ,I,Throat width =8ft   height =.5  VDOT structure,7/24/2003 0:00:00,SW,12128801.749600001000000,3476140.680360000100000,1,0, ,29,0,0,,5209,CON, , , ,0,0,0,CONC,0,ASBLT,08,3,G,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5,130 BROOKE AVENUE,CBVD081687,OF0105805,0, 
3632,26946, ,CBDI,72,4.700000000000000,-1.430000000000000,2002,VS, ,I, ,10/4/2016 0:00:00,SW,12128771.613600001000000,3476062.034520000200000,1,0, ,29,0,0,,5209,CON, , , ,0,0,0,CONC,0,ASBLT,08,64,G,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5,220 BOUSH STREET,CBDI081688,OF0105805,0, 
3633,26947, ,STUB,63,0.000000000000000,0.000000000000000,1965,ST, ,I, ,8/7/2003 0:00:00,SW,12128659.851399999000000,3475856.283660000200000,1,0, ,32,0,0,,5264,CON, , , ,0,0,0,OTH,0,ASBLT,08,36,U,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4,199 BOUSH STREET,STUB081689,OF0105805,0, 
3634,26948, ,OF,44,0.000000000000000,-1.400000000000000,1965,ST, ,I,Sediment,8/7/2003 0:00:00,CN,12128581.552800000000000,3475872.950319999800000,1,0, ,32,0,0,,5260,PRIVATE, , , ,0,0,0,CONC,0,DM,08,36,F,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/2/2016 0:00:00,4,199 BOUSH STREET,OF081690,OF081690,0, 
3635,26949, ,MH,32,6.440000000000000,0.000000000000000,1965,ST, ,I,"Little cleaning,  throat width =4ft  height =.5  VDOT structure, Sediment",7/24/2003 0:00:00,CN,12128605.858400000000000,3475871.908650000100000,1,0, ,30,0,0,,5260,PRIVATE, , , ,0,0,0,CONC,0,DM,08,3,F,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/2/2016 0:00:00,4,201 BROOKE AVENUE,MH081691,OF081690,0, 
3636,26950, ,YB,66,4.780000000000000,-1.300000000000000,1965,ST, ,I,"Little cleaning,  throat width =4ft  height =.5  VDOT structure, Sediment",7/24/2003 0:00:00,CN,12128634.504200000000000,3475931.630880000100000,1,0, ,29,0,0,,5260,PRIVATE, , , ,0,0,0,CONC,0,DM,08,3,F,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/2/2016 0:00:00,4,201 BROOKE AVENUE,YB081692,OF081690,0, 
3637,26951, ,CBDI,72,1.300000000000000,-4.710000000000000,1965,ST, ,I, ,7/22/2003 0:00:00,CN,12128698.680000000000000,3475805.943520000200000,1,0, ,29,0,0,,5347,CON, , , ,0,0,0,CONC,0,DM,08,3,G,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4,150 BOUSH STREET,CBDI081693,OF0105805,0, 
3638,26952, ,CBDI,72,1.290000000000000,-4.500000000000000,1965,ST, ,I, ,7/22/2003 0:00:00,CN,12128743.944300000000000,3475798.116700000100000,1,0, ,29,0,0,,5347,CON, , , ,0,0,0,CONC,0,DM,08,3,G,GISNORFOLK,7/21/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4,150 BOUSH STREET,CBDI081694,OF0105805,0, 
3639,27000, ,MHCS,35,12.260000000000000,6.990000000000000,1947,NS,30X19-30,I, ,,SW,0.000000000000000,0.000000000000000,1,0, ,30,0,0,,4052,CON, , , ,0,0,0,CONC,0,DM,05,11,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/3/2016 0:00:00,3,2824 BAYNE AVENUE,MHCS084484,OF0109414,0, 
3640,27006, ,DINS,21,5.600000000000000,0.000000000000000,1997,NS,30X19-30,I, ,2/2/2001 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,5495,CON, , , ,0,0,0,CONC,0,DM,08,11,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,8/3/2016 0:00:00,3,800 E CITY HALL AVENUE,DINS084883, ,0, 
3641,27007, ,UN,64,0.000000000000000,0.000000000000000,999,NA, ,I, ,2/1/2001 0:00:00,SW,12131114.363600001000000,3475266.816389999800000,1,0, ,32,0,0,,5491,CON, , , ,0,0,0,CONC,0,DM,08,0,G,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,8/3/2016 0:00:00,1,811 E CITY HALL AVENUE,UN085283, ,0, 
3642,27008, ,STNF,62,7.140000000000000,2.890000000000000,1965,NS,30X19-30,I, ,2/1/2001 0:00:00,SW,12131103.363299999000000,3475287.816720000000000,1,0, ,32,0,0,,5495,CON, , , ,0,0,0,CONC,0,DM,08,0,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,8/3/2016 0:00:00,1,811 E CITY HALL AVENUE,STNF085284, ,0, 
3643,27009, ,CBNS,10,7.600000000000000,4.500000000000000,2011,NS,HS-101,I,10-0060,2/1/2001 0:00:00,SW,12131064.726100000000000,3475290.090119999800000,1,0, ,29,0,0,,5491,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,G,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5,811 E CITY HALL AVENUE,CBNS085285, ,0, 
3644,27010, ,MHNS,39,6.070000000000000,2.030000000000000,999,NA, ,I,10-0060,8/3/2016 0:00:00,SW,12131064.726100000000000,3475290.090119999800000,1,0, ,30,0,0,,5491,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,2,811 E CITY HALL AVENUE,MHNS085286, ,0, 
3645,27011, ,STNF,62,0.000000000000000,0.000000000000000,999,NA, ,I,10-0060,8/3/2016 0:00:00,SW,12131064.726100000000000,3475290.090119999800000,1,0, ,32,0,0,,5491,CON, , , ,0,0,0,UNK,0,ASBLT,08,0,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,2,811 E CITY HALL AVENUE,STNF085287, ,0, 
3646,27012, ,MHNS,39,6.080000000000000,1.940000000000000,2011,NS,HS-101,I,10-0060,2/1/2001 0:00:00,SW,12131064.726100000000000,3475290.090119999800000,1,0, ,30,0,0,,5491,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,G,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5,811 E CITY HALL AVENUE,MHNS085288, ,0, 
3647,27013, ,CBNS,10,8.630000000000001,4.250000000000000,2011,NS,HS-101,I,10-0060,2/1/2001 0:00:00,SW,12131064.726100000000000,3475290.090119999800000,1,0, ,29,0,0,,5491,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,G,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5,811 E CITY HALL AVENUE,CBNS085289, ,0, 
3648,27014, ,MHNS,39,8.270000000000000,3.250000000000000,2011,NS,HS-101,I,10-0060,2/1/2001 0:00:00,SW,12131064.726100000000000,3475290.090119999800000,1,0, ,30,0,0,,5491,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,G,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5,811 E CITY HALL AVENUE,MHNS085290, ,0, 
3649,27015, ,PBPS,45,0.000000000000000,7.220000000000000,2011,NA, ,I,10-0060,8/3/2016 0:00:00,SW,12130970.701800000000000,3475061.409649999800000,1,0, ,32,0,0,,5491,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,5,811 E CITY HALL AVENUE,PBPS085291, ,0, 
3650,27016, ,PRDS,57,0.000000000000000,6.990000000000000,2011,NA, ,I,10-0060,8/3/2016 0:00:00,SW,12131064.726100000000000,3475290.090119999800000,1,0, ,32,0,0,,5491,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,4,811 E CITY HALL AVENUE,PRDS085292, ,0, 
3651,27017, ,CBNS,10,7.490000000000000,5.550000000000000,1965,NS,30X19-30,I, ,,SW,12131237.060000001000000,3475011.188230000000000,1,0, ,29,0,0,,5583,CON, , , ,0,0,0,CONC,0,DM,08,0,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,8/3/2016 0:00:00,3,851 UNION STREET,CBNS085293, ,0, 
3652,27018, ,MHNS,39,10.109999999999999,4.530000000000000,1965,NS,30X19-30,I, ,,SW,12131237.060000001000000,3475011.188230000000000,1,0, ,30,0,0,,5583,CON, , , ,0,0,0,CONC,0,DM,08,0,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,8/3/2016 0:00:00,3,851 UNION STREET,MHNS085294, ,0, 
3653,27019, ,MHNS,39,7.810000000000000,0.000000000000000,1965,NS,30X19-30,I, ,,SW,12131237.060000001000000,3475011.188230000000000,1,0, ,30,0,0,,5583,CON, , , ,0,0,0,CONC,0,DM,08,0,U,GISNORFOLK,8/3/2016 0:00:00,GISNORFOLK,8/5/2016 0:00:00,3,851 UNION STREET,MHNS085295, ,0, 
3654,27037, ,UN,64,7.760000000000000,0.000000000000000,999, , ,I,10-0060,8/5/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,32,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,2,851 UNION STREET,UN086090, ,0, 
3655,27038, ,DINS,21,8.190000000000000,0.000000000000000,999,NS,30X19-30,I, ,,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,DINS086091, ,0, 
3656,27039, ,DINS,21,8.150000000000000,0.000000000000000,999,NS,30X19-30,I, ,,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,DINS086092,E16178,0, 
3657,27040, ,DINS,21,8.250000000000000,0.000000000000000,999,NS,30X19-30,I,10-0060,,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,DINS086093,E16178,0, 
3658,27041, ,MHNS,39,7.550000000000000,0.000000000000000,999,NS,HS-104,I,10-0060,8/5/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,30,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,MHNS086097,E16178,0, 
3659,27042, ,MHNS,39,8.859999999999999,0.000000000000000,999,NS,HS-104,I,10-0060,8/5/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,30,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,MHNS086098,E16178,0, 
3660,27043, ,MHNS,39,8.650000000000000,0.000000000000000,999,NS,HS-104,I,10-0060,8/5/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,30,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,MHNS086099,E16178,0, 
3661,27044, ,MHNS,39,8.550000000000001,0.000000000000000,999,NS,HS-104,I,10-0060,8/5/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,30,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,MHNS086100,E16178,0, 
3662,27045, ,MHNS,39,8.650000000000000,0.000000000000000,999,NS,HS-104,I,10-0060,8/5/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,30,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,MHNS086101,E16178,0, 
3663,27046, ,MHNS,39,8.710000000000001,0.000000000000000,999,NS,HS-104,I,10-0060,8/5/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,30,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,MHNS086102,E16178,0, 
3664,27047, ,DINS,21,8.400000000000000,6.400000000000000,999,GR,30,I,10-0060,8/5/2016 0:00:00,SW,0.000000000000000,0.000000000000000,1,0, ,29,0,0,,5583,CON, , , ,0,0,0,CONC,0,ASBLT,08,0,U,GISNORFOLK,8/5/2016 0:00:00,GISNORFOLK,11/1/2016 0:00:00,3,851 UNION STREET,DINS086103,E16178,0, 
