FID,OBJECTID,Structure_,Structure1,Type_Code,Rim_Elevat,Invert_Ele,Year_Insta,Lid_Type,Lid_Size,Invert_Typ,Comments,Date_Verif,Verified_B,Easting,Northing,Enabled,AncillaryR,UNITID,COMPTYPE,COMPKEY,CntPipe,SurveyDate,Dbasin,Owner,Collector,Picture_ID,Picture__1,Junction_B,Junction_1,Percent_Bl,Structur_1,Structur_2,Source,Major_Wate,Type_Code_,Condition,created_us,created_da,last_edite,last_edi_1,Verified_L,Structur_3,DOCID,OUTFALL,Medallion,Outfall_Re
906,18620,E152075,YB,66,2.620000000000000,2.990000000000000,1965,NA, ,I,Bricks - Loose;Sediment,7/7/2003 0:00:00,CN,12129078.027000001000000,3475779.808890000000000,1,0,E152075,29,2013913,0,,5360,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,201 GRANBY STREET,YB027995,OF0105805,0, 
907,18621,E152076,SCUP,61,2.570000000000000,2.230000000000000,1965,ST, ,I,Cannot open,7/7/2003 0:00:00,CN,12129087.183499999000000,3475806.513540000200000,1,0,E152076,32,2013914,0,,5335,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,205 GRANBY STREET,SCUP027996,OF0105805,0, 
908,18622,E152077,SCUP,61,2.720000000000000,2.120000000000000,1965,ST, ,I,Cannot open,7/7/2003 0:00:00,CN,12129097.940099999000000,3475833.890230000000000,1,0,E152077,32,2013915,0,,5335,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,207 GRANBY STREET,SCUP027997,OF0105805,0, 
909,18623,E151685,SCUP,61,8.890000000000001,2.050000000000000,1965,ST, ,I,"Drains into vertical pipe, cannot see horizontal pipes below, need cleaning, Debris - Minor;Sediment",6/28/2003 0:00:00,CN,12129130.749600001000000,3476580.925470000100000,1,0,E151685,32,2013916,0,,4894,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,112 COLLEGE PLACE,SCUP027998,OF0105805,0, 
910,18624,E151686,SCUP,61,9.289999999999999,1.970000000000000,1965,ST, ,I,"Drains into vertical pipe, cannot see horizontal pipes below, needs cleaning, Lid - Broken;Sediment",6/28/2003 0:00:00,CN,12129185.259000000000000,3476560.565909999900000,1,0,E151686,32,2013917,0,,4903,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,112 COLLEGE PLACE,SCUP027999,OF0105805,0, 
911,18625,E151688,MH,32,5.600000000000000,-1.620000000000000,1965,ST, ,I,"Measurements hard to get, mat contain some error",7/30/2003 0:00:00,CN,12129830.152100001000000,3476833.532120000100000,1,0,E151688,30,2013918,0,,4786,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,350 MONTICELLO AVENUE,MH028000,OF0105805,0, 
912,18626,E151690,MH,32,5.660000000000000,3.800000000000000,1965,ST, ,I,"Conduit. Running through, conflicting with pipe running across, Debris - Minor;Sediment",6/26/2003 0:00:00,CN,12129577.723200001000000,3476926.233020000200000,1,0,E151690,30,2013919,0,,4804,CON, , , ,0,0,0,CONC,0,DM,08,36,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,350 GRANBY STREET,MH028001,OF0105805,0, 
913,18627,E151693,MH,32,5.130000000000000,0.740000000000000,1965,ST, ,I,"Drains into vertical pipe, cannot see horizontal pipes below, Sediment",6/25/2003 0:00:00,CN,12129763.834000001000000,3476853.978490000100000,1,0,E151693,30,2013921,0,,4777,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,401 MONTICELLO AVENUE,MH028003,OF0105805,0, 
914,18628,E152137,SCUP,61,7.360000000000000,1.970000000000000,1965,ST, ,I,"Needs cleaning; drains into vertical pipe, unable to see horizontal pipes below. Lid - Broken;Sediment",7/29/2003 0:00:00,CN,12129313.879799999000000,3476299.559880000100000,1,0,E152137,32,2013924,0,,5078,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,254 GRANBY STREET,SCUP028006,OF0105805,0, 
915,18629,E152138,SCUP,61,7.560000000000000,2.040000000000000,1965,ST, ,I,"Cannot open lid, drains into vertical pipe, horizontal pipes below are not visible",7/2/2003 0:00:00,CN,12129324.290200001000000,3476326.970129999800000,1,0,E152138,32,2013925,0,,5065,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,254 GRANBY STREET,SCUP028007,OF0105805,0, 
916,18630,E152139,SCUP,61,7.830000000000000,2.020000000000000,1965,ST, ,I,"Needs cleaning, drains into vertical pipe, horizontal pipes below are not visible",7/2/2003 0:00:00,CN,12129335.220200000000000,3476354.079990000000000,1,0,E152139,32,2013926,0,,5065,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,258 GRANBY STREET,SCUP028008,OF0105805,0, 
917,18631,E152140,YB,66,7.920000000000000,1.880000000000000,1965,NA, ,I,Little cleaning,7/3/2003 0:00:00,CN,12129348.590200000000000,3476389.969899999900000,1,0,E152140,29,2013927,0,,5023,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,258 GRANBY STREET,YB028009,OF0105805,0, 
918,18632,E153900,MH,32,2.520000000000000,-6.680000000000000,1965,ST, ,I, ,7/24/2003 0:00:00,CN,12129047.020099999000000,3475752.379939999900000,1,0,E153900,30,2013928,0,,5354,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,201 GRANBY STREET,MH028010,OF0105805,0, 
919,18633,E155007,JB,30,6.626000000000000,2.820000000000000,1965,NA, ,I,"Number not written on grate. cannot open, believed it to be 507, Sediment",6/30/2003 0:00:00,CN,12129402.548599999000000,3476118.075269999900000,1,0,E155007,30,2013929,0,,5202,CON, , , ,0,0,0,CONC,0,DM,08,34,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 E TAZEWELL STREET,JB028011,OF0105805,0, 
920,18634,E155008,SCUP,61,5.900000000000000,0.000000000000000,1965,ST, ,I,"Metal elbow pipe leading south, cannot get depth needs cleaning",6/30/2003 0:00:00,CN,12129430.243500000000000,3476109.860669999800000,1,0,E155008,32,2013930,0,,5207,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,2,108 E TAZEWELL STREET,SCUP028012,OF0105805,0, 
921,18635,E151984,GB,24,3.190000000000000,0.390000000000000,999,ST, ,I,"Cannot  open; cannot see pipe, Debris - Minor;Sediment",7/10/2003 0:00:00,CN,12129429.999900000000000,3475912.600029999900000,1,0,E151984,29,2013931,0,,5221,CON, , , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,11/1/2016 0:00:00,2,201 MONTICELLO AVENUE,GB028013,OF0105805,0, 
922,18636,E151983,CB,3,2.800000000000000,-2.730000000000000,999,ST, ,I,VDOT structure,7/10/2003 0:00:00,CN,12129410.899900001000000,3475867.510069999800000,1,0,E151983,29,2013932,0,,5298,CON, , , ,0,0,0,CONC,0,DM,08,3,G,SW,,GISNORFOLK,11/1/2016 0:00:00,2,201 MONTICELLO AVENUE,CB028014,OF0105805,0, 
923,18637,E152000,CB,3,3.780000000000000,-2.960000000000000,1965,ST, ,I,"Wood & brick on  bottom; VDOT structure, Debris - Minor;Sediment",6/30/2003 0:00:00,CN,12129482.687000001000000,3476061.096059999900000,1,0,E152000,29,2013933,0,,5221,CON, , , ,0,0,0,CONC,0,DM,08,3,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 E TAZEWELL STREET,CB028015,OF0105805,0, 
924,18638,E152004,MH,32,5.090000000000000,1.930000000000000,1965,ST, ,I,"Needs cleaning, Cracks in Wall;Sediment",7/1/2003 0:00:00,CN,12129501.119899999000000,3476122.370180000100000,1,0,E152004,30,2013935,0,,5044,CON, , , ,0,0,0,CONC,0,DM,08,36,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 E TAZEWELL STREET,MH028017,OF0105805,0, 
925,18639,E152005,SCUP,61,5.370000000000000,2.150000000000000,1965,ST, ,I,"Drains into vertical pipe, cannot see horizontal pipes below, Lid - Broken;Sediment",6/30/2003 0:00:00,CN,12129464.205000000000000,3476116.459580000000000,1,0,E152005,32,2013936,0,,5201,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 E TAZEWELL STREET,SCUP028018,OF0105805,0, 
926,18640,E152006,YB,66,4.900000000000000,2.990000000000000,1965,NA, ,I,Needs cleaning. Sediment,6/30/2003 0:00:00,CN,12129486.159399999000000,3476109.151870000200000,1,0,E152006,29,2013937,0,,5205,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 E TAZEWELL STREET,YB028019,OF0105805,0, 
927,18641,E152007,YB,66,4.730000000000000,3.100000000000000,1965,NA, ,I,Unable to see pipes.  completely filled with sediment. Debris - Minor;Sediment,6/30/2003 0:00:00,CN,12129480.169100000000000,3476091.615290000100000,1,0,E152007,29,2013938,0,,5211,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 E TAZEWELL STREET,YB028020,OF0105805,0, 
928,18642,E152011,SCUP,61,6.310000000000000,0.000000000000000,1965,ST, ,I,"Metal pipe elbows, Debris - Minor;Lid - Broken",6/30/2003 0:00:00,CN,12129403.509900000000000,3476121.070050000200000,1,0,E152011,32,2013939,0,,5202,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,2,108 E TAZEWELL STREET,SCUP028021,OF0105805,0, 
929,18643,E152016,YB,66,7.220000000000000,2.090000000000000,1965,NA, ,I,"Pipe heading NW is a gutter for roofing,  very dirty, needs cleaning",7/1/2003 0:00:00,CN,12129378.299900001000000,3476161.310180000000000,1,0,E152016,29,2013955,0,,5177,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 E TAZEWELL STREET,YB028037,OF0105805,0, 
930,18644,E152020.01,CB,3,3.920000000000000,-2.660000000000000,999,ST, ,I,"Little trash; VDOT structure, Debris - Minor;Sediment",7/10/2003 0:00:00,CN,12129576.993200000000000,3476316.231410000000000,1,0,E152020.01,29,2013957,0,,5044,CON, , , ,0,0,0,CONC,0,ASBLT,08,3,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,253 MONTICELLO AVENUE,CB028039,OF0105805,0, 
931,18645,E152020.04,CB,3,4.230000000000000,-1.500000000000000,999,ST, ,I,"Little trash; VDOT structure, Debris - Minor;Sediment",7/10/2003 0:00:00,CN,12129529.820400000000000,3476191.646650000000000,1,0,E152020.04,29,2013958,0,,5044,CON, , , ,0,0,0,CONC,0,ASBLT,08,3,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,245 MONTICELLO AVENUE,CB028040,OF0105805,0, 
932,18646,E152021,YB,66,5.290000000000000,3.550000000000000,1965,NA, ,I,"Cannot open, Debris - Minor;Sediment",6/30/2003 0:00:00,CN,12129570.092100000000000,3476350.861510000200000,1,0,E152021,29,2013959,0,,5044,CON, , , ,0,0,0,CONC,0,DM,08,64,P,SW,,GISNORFOLK,11/1/2016 0:00:00,4,110 MARKET STREET,YB028041,OF0105805,0, 
933,18647,E152023,MH,32,5.250000000000000,4.150000000000000,1965,ST, ,I,Good;Sediment,6/30/2003 0:00:00,CN,12129590.441600000000000,3476371.721520000100000,1,0,E152023,30,2013960,0,,5037,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,110 MARKET STREET,MH028042,OF0105805,0, 
934,18648,E152023.01,YB,66,5.170000000000000,2.240000000000000,999,NA, ,I,"Conc. broke around the edges of the structure needs replacement, Lid - Broken",6/30/2003 0:00:00,CN,12129577.762100000000000,3476375.201890000100000,1,0,E152023.01,29,2013961,0,,5037,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,2,110 MARKET STREET,YB028043,OF0105805,0, 
935,18649,E152025,YB,66,5.330000000000000,2.100000000000000,1965,NA, ,I,"Needs cleaning, Sediment",6/30/2003 0:00:00,CN,12129537.711500000000000,3476360.022770000200000,1,0,E152025,29,2013962,0,,5044,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,253 MONTICELLO AVENUE,YB028044,OF0105805,0, 
936,18650,E152026,YB,66,5.780000000000000,1.900000000000000,1965,NA, ,I,Sediment,6/30/2003 0:00:00,CN,12129509.842399999000000,3476366.051250000000000,1,0,E152026,29,2013963,0,,5046,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,253 MONTICELLO AVENUE,YB028045,OF0105805,0, 
937,18651,E152024,YB,66,5.590000000000000,2.550000000000000,1965,NA, ,I,Sediment,6/30/2003 0:00:00,CN,12129543.631500000000000,3476383.661849999800000,1,0,E152024,29,2013964,0,,5017,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,110 MARKET STREET,YB028046,OF0105805,0, 
938,18652,E152027,SCUP,61,6.100000000000000,2.830000000000000,1965,ST, ,I,"Drains into vertical pipe, cannot see horizontal pipes below, Lid - Broken;Sediment",6/30/2003 0:00:00,CN,12129515.502499999000000,3476390.671920000100000,1,0,E152027,32,2013965,0,,5001,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,110 MARKET STREET,SCUP028047,OF0105805,0, 
939,18653,E152029,YB,66,6.550000000000000,2.090000000000000,1965,NA, ,I, ,7/3/2003 0:00:00,CN,12129465.500100000000000,3476376.029860000100000,1,0,E152029,29,2013966,0,,5040,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,253 MONTICELLO AVENUE,YB028048,OF0105805,0, 
940,18654,E152030,YB,66,7.410000000000000,2.390000000000000,1965,NA, ,I,Sediment,6/30/2003 0:00:00,CN,12129422.689999999000000,3476386.599909999900000,1,0,E152030,29,2013967,0,,5031,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,258 GRANBY STREET,YB028049,OF0105805,0, 
941,18655,E152028,YB,66,6.750000000000000,3.060000000000000,1965,NA, ,I,Sediment,6/30/2003 0:00:00,CN,12129471.489900000000000,3476400.059859999900000,1,0,E152028,29,2013968,0,,5000,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,300 GRANBY STREET,YB028050,OF0105805,0, 
942,18656,E152031,SCUP,61,7.330000000000000,2.900000000000000,1965,ST, ,I,"Drains into vertical pipe, cannot see horizontal pipes below, lid broken, Lid - Broken;Sediment",6/30/2003 0:00:00,CN,12129428.500000000000000,3476410.750039999800000,1,0,E152031,32,2013969,0,,5003,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,300 GRANBY STREET,SCUP028051,OF0105805,0, 
943,18657,E152032,YB,66,7.810000000000000,2.860000000000000,1965,NA, ,I,"Needs cleaning, Sediment",6/30/2003 0:00:00,CN,12129402.195300000000000,3476417.299999999800000,1,0,E152032,29,2013970,0,,5012,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,300 GRANBY STREET,YB028052,OF0105805,0, 
944,18658,E152034,MH,32,3.050000000000000,-1.670000000000000,1965,ST, ,I, ,7/22/2003 0:00:00,CN,12128788.306800000000000,3476068.045539999800000,1,0,E152034,30,2013971,0,,5209,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,220 BOUSH STREET,MH028053,OF0105805,0, 
945,18659,E152035,YB,66,2.790000000000000,5.180000000000000,1965,NA, ,I,In construction area,8/7/2003 0:00:00,CN,12128791.454700001000000,3476074.843210000100000,1,0,E152035,29,2013972,0,,5209,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,220 BOUSH STREET,YB028054,OF0105805,0, 
946,18660,E152037,MH,32,2.940000000000000,5.220000000000000,1965,ST, ,I,Bricks - Loose,7/7/2003 0:00:00,CN,12128847.421499999000000,3476073.065280000200000,1,0,E152037,30,2013974,0,,5224,CON, , , ,0,0,0,CONC,0,DM,08,36,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,220 BOUSH STREET,MH028056,OF0105805,0, 
947,18661,E152041,YB,66,3.140000000000000,2.350000000000000,1965,NA, ,I,Sediment,7/28/2003 0:00:00,CN,12128854.662799999000000,3476104.994570000100000,1,0,E152041,29,2013975,0,,5166,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,130 BROOKE AVENUE,YB028057,OF0105805,0, 
948,18662,E152042,SCUP,61,3.330000000000000,2.380000000000000,1965,ST, ,I,Cannot open,7/7/2003 0:00:00,CN,12128893.890100000000000,3476098.980020000100000,1,0,E152042,32,2013976,0,,5142,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,130 BROOKE AVENUE,SCUP028058,OF0105805,0, 
949,18663,E152043,SCUP,61,3.490000000000000,2.320000000000000,1965,ST, ,I,"Drains into vertical pipe below, unable to see horizontal pipes below, needs cleaning, Sediment",7/7/2003 0:00:00,CN,12128916.810000001000000,3476091.949910000000000,1,0,E152043,32,2013977,0,,5145,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,120 BROOKE AVENUE,SCUP028059,OF0105805,0, 
950,18664,E1520441,YB,66,3.450000000000000,2.440000000000000,1965,NA, ,I,"Deeds cleaning, Sediment",7/7/2003 0:00:00,CN,12128938.840000000000000,3476085.279800000100000,1,0,E1520441,29,2013978,0,,5151,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,120 BROOKE AVENUE,YB028060,OF0105805,0, 
951,18665,E152045,MH,32,2.890000000000000,3.090000000000000,1965,ST, ,I,Sediment,7/7/2003 0:00:00,CN,12128859.359999999000000,3476061.389990000100000,1,0,E152045,30,2013979,0,,5224,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,220 BOUSH STREET,MH028061, ,0, 
952,18666,E152046,YB,66,2.850000000000000,2.330000000000000,1965,NA, ,I,Sediment,7/7/2003 0:00:00,CN,12128859.730200000000000,3476064.880070000000000,1,0,E152046,29,2013980,0,,5224,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,220 BOUSH STREET,YB028062, ,0, 
953,18667,E152047,SCUP,61,3.000000000000000,2.300000000000000,1965,ST, ,I,"Drains into vertical pipe, unable to see horizontal pipes below.",7/7/2003 0:00:00,CN,12128884.770099999000000,3476060.719899999900000,1,0,E152047,32,2013981,0,,5226,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,220 BOUSH STREET,SCUP028063,OF0105805,0, 
954,18668,E152048,SCUP,61,3.080000000000000,2.190000000000000,1965,ST, ,I,"Drains into vertical pipe below, unable to see horizontal pipes below, needs cleaning, Sediment",7/7/2003 0:00:00,CN,12128908.119800000000000,3476055.959890000100000,1,0,E152048,32,2013982,0,,5232,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,120 BROOKE AVENUE,SCUP028064,OF0105805,0, 
955,18669,E152049,YB,66,3.210000000000000,2.000000000000000,1965,NA, ,I,"Needs cleaning, Sediment",7/7/2003 0:00:00,CN,12128933.760100000000000,3476050.810140000200000,1,0,E152049,29,2013983,0,,5240,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,120 BROOKE AVENUE,YB028065,OF0105805,0, 
956,18670,E152050,MH,32,3.570000000000000,3.530000000000000,1965,ST, ,I,Sediment,8/7/2003 0:00:00,CN,12128995.869899999000000,3476042.050129999900000,1,0,E152050,30,2013984,0,,5252,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,116 BROOKE AVENUE,MH028066,OF0105805,0, 
957,18671,E152051,YB,66,3.450000000000000,2.180000000000000,1965,NA, ,I,"Needs cleaning, Sediment",7/3/2003 0:00:00,CN,12128982.170200000000000,3476039.970040000000000,1,0,E152051,29,2013985,0,,5249,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,116 BROOKE AVENUE,YB028067,OF0105805,0, 
958,18672,E152052,MH,32,3.620000000000000,2.720000000000000,1965,ST, ,I, ,7/3/2003 0:00:00,CN,12128995.429900000000000,3476032.410010000200000,1,0,E152052,30,2013986,0,,5252,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,116 BROOKE AVENUE,MH028068,OF0105805,0, 
959,18673,E1520531,YB,66,3.460000000000000,0.460000000000000,1965,NA, ,I, ,7/3/2003 0:00:00,CN,12128995.880200000000000,3476036.519940000000000,1,0,E1520531,29,2013987,0,,5252,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,116 BROOKE AVENUE,YB028069,OF0105805,0, 
960,18674,E152054,MH,32,3.440000000000000,3.080000000000000,1965,ST, ,I,Sediment,7/3/2003 0:00:00,CN,12129019.410100000000000,3476029.149939999900000,1,0,E152054,30,2013988,0,,5253,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,116 BROOKE AVENUE,MH028070,OF0105805,0, 
961,18675,E151824,YB,66,5.680000000000000,2.650000000000000,1965,NA, ,I,Sediment,6/26/2003 0:00:00,CN,12129527.187700000000000,3476975.501400000000000,1,0,E151824,29,2013991,0,,4784,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,401 GRANBY STREET,YB028073,OF0105805,0, 
962,18676,E151825,SCUP,61,6.420000000000000,2.350000000000000,1965,ST, ,I,"Lid broken , needs cleaning, drains into vertical pipe, cannot see horizontal pipes below, Sediment",6/26/2003 0:00:00,CN,12129503.465299999000000,3476984.521149999900000,1,0,E151825,32,2013992,0,,4784,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,401 GRANBY STREET,SCUP028074,OF0105805,0, 
963,18677,E151827,YB,66,7.600000000000000,2.230000000000000,1965,NA, ,I,Bricks - Loose;Debris - Minor;Sediment,6/27/2003 0:00:00,CN,12129448.870500000000000,3477005.688819999800000,1,0,E151827,29,2013994,0,,4768,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,106 W FREEMASON STREET,YB028076,OF0105805,0, 
964,18678,E151828,SCUP,61,7.890000000000000,2.360000000000000,1965,ST, ,I,"Part of lid is under curve, lid is also broke, drains into vertical pipe, cannot see horizontal pipes below, Debris - Minor;Lid - Broken;Sediment",6/26/2003 0:00:00,CN,12129421.421100000000000,3477016.780110000200000,1,0,E151828,32,2013995,0,,4764,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 W FREEMASON STREET,SCUP028077,OF0105805,0, 
965,18679,E151853,YB,66,5.350000000000000,2.010000000000000,1965,NA, ,I,"Cannot open, inaccurate measurements",6/27/2003 0:00:00,CN,12129525.628500000000000,3476936.635090000000000,1,0,E151853,29,2013996,0,,4802,CON, , , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,345 GRANBY STREET,YB028078,OF0105805,0, 
966,18680,E151853.01,SCUP,61,5.210000000000000,1.700000000000000,999,ST, ,I,"Needs cleaning, drains into vertical pipe, cannot see horizontal pipes below",6/27/2003 0:00:00,CN,12129521.430199999000000,3476927.980030000200000,1,0,E151853.01,32,2013997,0,,4802,CON, , , ,0,0,0,CONC,0,DM,08,60,U,SW,,GISNORFOLK,11/1/2016 0:00:00,2,345 GRANBY STREET,SCUP028079,OF0105805,0, 
967,18681,E151580,CBNS,10,2.980000000000000,-0.960000000000000,1965,NS,30X19-30,I,Throat length 2.4 height  .52 has bars,7/7/2003 0:00:00,CN,12129369.416099999000000,3475756.597690000200000,1,0,E151580,29,2013998,0,,5298,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,211 E CITY HALL AVENUE,CBNS028080,OF0105805,0, 
968,18682,E151582,MH,32,3.110000000000000,-6.510000000000000,1965,ST, ,I,"Large box hard cannot see pipes, Sediment",7/31/2003 0:00:00,CN,12129399.549699999000000,3475706.961730000100000,1,0,E151582,30,2013999,0,,5388,CON, , , ,0,0,0,CONC,0,DM,08,36,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,215 E CITY HALL AVENUE,MH028081,OF0105805,0, 
969,18683,E151616,MH,32,3.010000000000000,-4.020000000000000,1965,ST, ,I,"Conc. & bricks on bottom, Debris - Minor;Sediment",7/31/2003 0:00:00,CN,12129406.033500001000000,3475723.593040000200000,1,0,E151616,30,2014000,0,,5222,CON, , , ,0,0,0,CONC,0,DM,08,36,F,SW,,GISNORFOLK,11/1/2016 0:00:00,4,215 E CITY HALL AVENUE,MH028082,OF0105805,0, 
970,18684,E151620,CB,3,3.150000000000000,-3.830000000000000,1965,ST, ,I,"One pipe with hole on top; water running down side of box.  VDOT structure, Sediment",7/10/2003 0:00:00,CN,12129427.557900000000000,3475776.455980000100000,1,0,E151620,29,2014002,0,,5222,CON, , , ,0,0,0,CONC,0,DM,08,3,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,215 E CITY HALL AVENUE,CB028084,OF0105805,0, 
971,18685,E151622,MH,32,4.730000000000000,-3.770000000000000,1965,ST, ,I,Sediment,7/10/2003 0:00:00,CN,12129477.750200000000000,3475922.549780000000000,1,0,E151622,30,2014003,0,,5222,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,200 MONTICELLO AVENUE,MH028085,OF0105805,0, 
972,18686,E151624,MH,32,5.530000000000000,-3.740000000000000,1965,ST, ,I,"Pipes 1&4 are the same, hole cut out; good condition, Sediment",7/10/2003 0:00:00,CN,12129535.460100001000000,3476082.950100000000000,1,0,E151624,30,2014004,0,,5143,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,108 E TAZEWELL STREET,MH028086,OF0105805,0, 
973,18687,E151633,MH,32,5.660000000000000,-1.890000000000000,1965,ST, ,I, ,7/10/2003 0:00:00,CN,12129593.965600001000000,3476242.464929999800000,1,0,E151633,30,2014005,0,,5069,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,245 MONTICELLO AVENUE,MH028087,OF0105805,0, 
