OBJECTID,Structure_,Structure1,Type_Code,Rim_Elevat,Invert_Ele,Year_Insta,Lid_Type,Lid_Size,Invert_Typ,Comments,Date_Verif,Verified_B,Easting,Northing,Enabled,AncillaryR,UNITID,COMPTYPE,COMPKEY,CntPipe,SurveyDate,Dbasin,Owner,Collector,Picture_ID,Picture__1,Junction_B,Junction_1,Percent_Bl,Structur_1,Structur_2,Source,Major_Wate,Type_Code_,Condition,created_us,created_da,last_edite,last_edi_1,Verified_L,Structur_3,DOCID,OUTFALL,Medallion,Outfall_Re
19195,H152030,YB,66,9.37400000000,5.77400000000,1936,GR,30x30,I,,2012/05/23,SW,12137357.80089999922,3475839.19305999996,1,0,H152030,29,2018232,2,,5258,PRIVATE,TG,H152030_1,H152030_2,888,888,10,BRK,0,TG,08,0,G,SW,,MOSWALD,2016/06/09,4,2350 PRESIDENTIAL PARKWAY,YB030451,,0,
19196,H153572,POPE,56,7.50000000000,5.50000000000,999,ST,,I,,2014/09/25,SW,12137459.13010000065,3475281.15709999995,1,0,H153572,32,2742996,1,2011/04/04,5308,PRIVATE,TG,,,999,999,0,UNK,0,OTHER,08,0,U,SW,,MOSWALD,2016/06/03,2,2391 PRESIDENTIAL PARKWAY,POPE030457,,0,
19197,H152028,MH,32,9.29000000000,-0.71000000000,1936,ST,18'',I,,2012/06/12,SW,12137393.60989999957,3475774.41497999988,1,0,H152028,30,2018245,3,,5355,PRIVATE,TG,H152028_1,H152028_2,888,888,10,BRK,0,TG,08,0,G,SW,,MOSWALD,2016/06/09,4,2350 PRESIDENTIAL PARKWAY,MH030460,,0,
19198,H1503680,CBNS,10,12.24400000000,9.24400000000,999,NS,30X19-30,I,,2014/11/04,SW,12138785.74819999933,3475794.47989000008,1,0,H1503680,29,2742759,1,2011/03/02,5227,PRIVATE,TG,H153513_1,H153513_2,888,888,10,BRK,0,TG,08,0,G,SW,,MOSWALD,2016/06/09,2,2600 PRESIDENTIAL PARKWAY,CBNS030461,,0,
19200,I152471,CBNS,10,10.71900000000,6.31900000000,1956,NS,30X19-30,I,,2014/09/30,SW,12140014.94019999914,3477575.47600999987,1,0,I152471,29,2017771,1,,4531,CON,TG,I152471_1,I152471_2,888,888,0,BRK,0,TG,08,0,G,SW,,MOSWALD,2016/06/09,4,2821 E VIRGINIA BEACH BOULEVARD,CBNS030482,,0,
19201,H153585,YB,66,999.00000000000,999.00000000000,999,GR,30X60,I,added from site plans,2012/05/23,SW,12137465.19239999913,3475186.47717999993,1,0,H153585,29,2742973,999,2011/04/21,5308,PRIVATE,TG,H153585_1,H153585_2,888,888,0,CONC,0,PLAN,08,0,U,SW,,MOSWALD,2016/06/03,0,2302 WESTMINSTER AVENUE,YB030491,,0,
19202,H1503685,CBNS,10,10.61000000000,8.71000000000,999,NS,30X19-30,I,added using imagery and survey pt,2014/11/04,SW,12137588.31479999982,3475688.59689999977,1,0,H1503685,29,2742760,1,1899/12/30,5308,PRIVATE,TG,,,888,888,10,CONC,0,OTHER,08,0,G,SW,,MOSWALD,2016/06/09,2,2390 PRESIDENTIAL PARKWAY,CBNS030493,,0,
19904,H140001,POPE,56,4.08000000000,-0.92000000000,2006,ST,,I,A0,2014/10/01,SW,12138676.77329999954,3479593.34161000000,1,0,H140001,32,2743336,1,,3694,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,4,1398 ROBERTS ROAD,POPE031559,,0,
19905,H140002,JB,30,12.10000000000,-0.84000000000,2006,ST,21,I,A1,2014/10/01,SW,12138650.33730000071,3479545.23462999985,1,0,H140002,30,2743291,2,,3694,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,4,1374 ROBERTS ROAD,JB031560,,0,
19906,H1410018,JB,30,11.99000000000,-0.64000000000,2006,ST,30,I,A2,2014/11/10,SW,12138449.52030000091,3479493.96484000003,1,0,H1410018,30,2743347,2,,3667,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,4,1400 BUCK ROAD,JB031561,,0,
19907,H1410019,JB,30,11.43000000000,-0.51000000000,2007,ST,30,I,A3,2014/11/10,SW,12138324.81120000035,3479504.22422999982,1,0,H1410019,30,2742765,2,,3667,CON,,,,0,0,0,CONC,0,DM,05,0,U,SW,,MOSWALD,2016/06/09,4,2535 CARY AVENUE,JB031562,,0,
19908,H1410024,CBVD,12,11.49000000000,7.44000000000,2007,VS,,I,C1,2014/11/10,SW,12138351.89140000008,3479452.30904999981,1,0,H1410024,29,2742438,1,,3883,CON,,,,0,0,0,CONC,0,DM,05,0,U,SW,,MOSWALD,2016/06/09,4,2545 CARY AVENUE,CBVD031567,,0,
19909,H140055,POFE,55,8.50000000000,4.50000000000,2006,ST,,I,new,2012/12/04,SW,12139218.47460000031,3480030.02477000002,1,0,H140055,32,2743673,0,,3698,CON,,,,0,0,0,CONC,0,DM,05,0,U,SW,,MOSWALD,2016/06/09,4,2771 SAINT JULIAN AVENUE,POFE031601,,0,
19910,H140056,PE,46,8.50000000000,4.50000000000,2006,ST,,I,new,2012/12/04,SW,12139056.16779999994,3480001.29398000007,1,0,H140056,32,2743095,1,,3698,CON,,,,0,0,0,CONC,0,DM,05,0,U,SW,,MOSWALD,2016/06/09,4,2771 SAINT JULIAN AVENUE,PE031602,,0,
19979,H1409995,CB,3,11.93000000000,7.82000000000,2006,ST,0-72,I,,2014/10/01,SW,12138595.18300000019,3479581.92996999994,1,0,H1409995,29,2742655,2,,3694,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,4,2606 CARY AVENUE,CB032857,,0,
19980,H1409996,CB,3,11.93000000000,8.10000000000,2006,ST,0-72,I,,2014/10/01,SW,12138571.00249999948,3479569.29838000005,1,0,H1409996,29,2742798,1,,3694,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,4,2606 CARY AVENUE,CB032858,,0,
19981,H1410029,CB,3,11.99000000000,-0.64000000000,2006,ST,0-72,I,,2014/11/10,SW,12138449.73929999955,3479502.53140999982,1,0,H1410029,29,2743356,1,,3667,CON,,,,0,0,0,CONC,0,FIELD,05,0,U,SW,,MOSWALD,2016/06/09,4,1400 BUCK ROAD,CB032859,,0,
19999,H1410030,CB,3,11.97000000000,8.20000000000,999,ST,0-72,I,,2014/11/10,SW,12138447.27960000001,3479475.59145999979,1,0,H1410030,29,2742899,1,,3667,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,2,2555 CARY AVENUE,CB032899,,0,
20000,H1410056,POFE,55,2.15000000000,-2.15000000000,999,ST,,I,,2013/03/07,SW,12138730.05020000041,3479595.69054999994,1,0,H1410056,32,2742658,0,,3837,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,2,1398 ROBERTS ROAD,POFE032900,,0,
20001,H1410057,CB,3,11.89000000000,-1.49000000000,999,ST,0-72,I,,2014/11/17,SW,12138760.52309999987,3479479.62464000005,1,0,H1410057,29,2743213,0,,3837,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,2,1351 MAJESTIC AVENUE,CB032901,,0,
20002,H1410058,CB,3,11.89000000000,8.12000000000,999,ST,0-72,I,,2014/11/17,SW,12138759.17870000005,3479450.94426999986,1,0,H1410058,29,2743868,0,,3837,CON,,,,0,0,0,CONC,0,ASBLT,05,0,U,SW,,GISNORFOLK,2016/11/01,2,1351 MAJESTIC AVENUE,CB032902,,0,
20843,H1410069,DCHX,15,0.00000000000,5.89000000000,999,NA,,I,,2015/06/09,SW,12139797.98039999977,3479994.74348000018,1,0,H1410069,32,2743472,0,,3772,CON,,,,0,0,0,CONC,0,KH,05,0,U,SW,2015/06/09,GISNORFOLK,2016/10/19,3,2852 CARY AVENUE,DCHX038926,,0,
20866,H1503753,DCEN,14,0.00000000000,0.00000000000,999,NA,,I,,2015/06/09,SW,12139838.94490000047,3475394.69952999987,1,0,H1503753,32,2743563,0,,5296,PRIVATE,,,,0,0,0,CONC,0,KH,08,0,U,SW,2015/06/09,MOSWALD,2016/06/09,3,2803 MIDDLE TOWNE CRESCENT,DCEN038962,,0,
20889,H1410071,DCEN,14,0.00000000000,0.00000000000,999,NA,,I,,2015/06/12,SW,12139992.95690000057,3480163.87062999979,1,0,H1410071,32,2743737,0,,3772,CON,,,,0,0,0,CONC,0,KH,05,0,U,SW,2015/06/12,MOSWALD,2016/06/09,3,1485 GODFREY AVENUE,DCEN039003,,0,
21431,F143590,MH,32,8.10000000000,-0.16000000000,1929,ST,,I,"May be buried, Rim and Invert Assumed",2012/10/22,SW,12132239.24960000068,3480451.99213000014,1,0,F143590,30,1998887,3,,3489,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,1401 ANNE STREET,MH073717,E143250,0,
21432,F143591,MH,32,5.54000000000,0.02000000000,1929,ST,,I,"Junction Box-Damaged, From Anne Otten Plans",,CN,12132294.43109999970,3480434.61455000006,1,0,F143591,30,2318507,2,,3473,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,1401 ANNE STREET,MH073718,E143250,0,
21433,F143594,MH,32,5.69000000000,0.19000000000,1994,ST,,I,"Structure Inaccessible, From Anne Otten Plans",,CN,12132299.30900000036,3480394.37172999978,1,0,F143594,30,2318505,2,,3473,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,1401 ANNE STREET,MH073720,E143250,0,
21434,F143593,GB,24,7.82999992000,4.30999994000,1929,ST,,I,Rim and Invert Assumed,2012/10/22,SW,12132237.33400000073,3480428.90342999995,1,0,F143593,29,1998915,1,,3489,CON,CN,,,0,0,0,CONC,0,DM,08,28,G,SW,,GISNORFOLK,2016/09/30,1,1401 ANNE STREET,GB073721,E143250,0,
21435,F143631,PICN,50,5.50000000000,0.68780000000,1929,NA,21,I,,2014/10/15,SW,12132478.29600000009,3480092.51599999983,1,0,F143631,32,1999055,3,,3473,CON,SW,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,652 E PRINCESS ANNE ROAD,PICN073722,E143250,0,
21436,F147030,MHVD,73,4.77880000000,-2.22120000000,1929,VS,21,I,"very deep. not ""OF"", # 7029 is OF, size big",2012/05/15,SW,12132411.20649999939,3480081.59802999999,1,0,F147030,30,2318510,2,2007/02/15,3473,CON,SW,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,4,648 E PRINCESS ANNE ROAD,MHVD073723,E143250,0,
21437,F143640,JB,30,6.38570000000,1.55236666000,1929,ST,30x30,I,"Pipe 3641-3640 closed, 3641 didn't find",2012/05/15,SW,12132411.95949999988,3480065.67516000010,1,0,F143640,30,1999099,4,2007/02/15,3473,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,GISNORFOLK,2016/09/30,1,648 E PRINCESS ANNE ROAD,JB073724,E143250,0,
21438,F143641,CBNS,10,6.65058279000,0.00000000000,1929,NS,,I,Linking point,2014/10/15,SW,12132467.34029999934,3480064.89679000014,1,0,F143641,29,1999100,1,2007/04/30,3473,CON,GIS,,,0,0,0,CONC,0,DM,08,11,U,SW,,GISNORFOLK,2016/09/30,1,652 E PRINCESS ANNE ROAD,CBNS073725,E143250,0,
21439,F143637,MHNS,39,6.10000000000,0.50000000000,1929,NS,30,I,Linking point,2012/05/15,SW,12132497.34090000018,3480028.89595999988,1,0,F143637,30,1999112,2,2007/04/30,3749,CON,GIS,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,656 E PRINCESS ANNE ROAD,MHNS073726,E143250,0,
21440,F143654,CBNS,10,8.47000026000,3.36999988000,1929,NS,30X19-30,I,,,SW,12132523.04570000060,3480044.67494999990,1,0,F143654,29,1999115,0,,3593,CON,,,,0,0,0,CONC,0,DM,08,11,U,SW,,GISNORFOLK,2016/09/30,1,658 E PRINCESS ANNE ROAD,CBNS073727,E143250,0,
21441,F143653,JB,30,6.14140000000,0.97473333000,1929,ST,30x30,I,"Next #, add anew # 3653.7 Next 3655#",2012/05/14,SW,12132522.71920000017,3480029.02210000018,1,0,F143653,30,1999116,4,2007/02/12,3593,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,GISNORFOLK,2016/09/30,1,658 E PRINCESS ANNE ROAD,JB073728,E143250,0,
21442,F147006,CBNS,10,5.58090000000,1.08090000000,1929,NS,30X19-30,I,,2012/05/14,SW,12132730.27219999954,3480071.83481999999,1,0,F147006,29,1999122,2,2007/02/12,3564,CON,SW,,,0,0,0,CONC,0,DM,08,9,G,SW,,GISNORFOLK,2016/09/30,1,1301 CHURCH STREET,CBNS073729,E143250,0,
21443,F147005,MHNS,39,5.56250000000,1.06250000000,1929,NS,30,I,can't open,2012/05/14,SW,12132720.14640000090,3480017.25325000007,1,0,F147005,30,1999123,4,2007/02/12,3564,CON,SW,,,0,0,0,CONC,0,DM,08,37,G,SW,,GISNORFOLK,2016/09/30,1,601 GOFF STREET,MHNS073730,E143250,0,
21444,F143643,JB,30,6.44230000000,3.27563333000,1929,ST,30x30,I,,2012/05/15,SW,12132351.40670000017,3480003.73522000015,1,0,F143643,30,1999124,4,2007/02/15,3749,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,GISNORFOLK,2016/09/30,1,646 E PRINCESS ANNE ROAD,JB073731,E143250,0,
21445,F143645,CBNS,10,10.06999969000,5.86999988000,1929,NS,30X19-30,I,,2012/05/15,SW,12132337.99909999967,3480007.74885000009,1,0,F143645,29,1999125,1,2007/02/15,3749,CON,SW,,,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,2016/09/30,1,646 E PRINCESS ANNE ROAD,CBNS073732,E143250,0,
21446,F147009,CBNS,10,7.80000019000,4.71999979000,1929,NS,30X19-30,I,,2012/05/14,SW,12132770.34430000000,3480056.89613999985,1,0,F147009,29,1999126,1,2007/04/30,3536,CON,EXIST,,,0,0,0,CONC,0,DM,08,11,G,SW,,MOSWALD,2016/06/09,1,1301 CHURCH STREET,CBNS073733,,0,
21447,F147008,JB,30,5.94270000000,1.02603333000,1929,ST,30x30,I,,2012/05/14,SW,12132785.77630000003,3480013.13745999988,1,0,F147008,30,1999127,3,2007/02/12,3536,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,MOSWALD,2016/06/09,1,1301 CHURCH STREET,JB073734,,0,
21448,F147010,JB,30,6.26140000000,0.84473333000,1929,ST,30x30,I,need check Inv and pipe size!,2012/05/14,SW,12132825.27270000055,3480011.32774000010,1,0,F147010,30,1999128,3,2007/02/12,3536,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,MOSWALD,2016/06/09,1,1301 CHURCH STREET,JB073735,,0,
21449,F143644,CBNS,10,6.69200000000,3.52533333000,1929,NS,30X19-30,I,,2012/05/15,SW,12132367.77209999971,3480001.61573000019,1,0,F143644,29,1999130,1,2007/02/15,3757,CON,SW,,,0,0,0,CONC,0,DM,08,9,G,SW,,GISNORFOLK,2016/09/30,1,646 E PRINCESS ANNE ROAD,CBNS073736,E143250,0,
21450,F143655,DINS,21,5.83650000000,1.50316666000,1929,NS,30x30,I,"new, between 53&55",2012/05/14,SW,12132522.43209999986,3480015.81552999979,1,0,F143655,29,1999131,2,2007/02/12,3757,CON,SW,,,0,0,0,CONC,0,DM,08,21,G,SW,,GISNORFOLK,2016/09/30,1,660 E PRINCESS ANNE ROAD,DINS073737,E143250,0,
21451,F143642,JB,30,7.05850000000,2.22516666000,1929,ST,30x30,I,,2012/05/15,SW,12132412.52869999968,3480005.14580000006,1,0,F143642,30,2318501,3,2007/02/15,3757,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,GISNORFOLK,2016/09/30,1,648 E PRINCESS ANNE ROAD,JB073738,E143250,0,
21452,F147007,DINS,21,5.32110000000,1.82110000000,1929,NS,30x30,I,,2012/05/14,SW,12132720.28189999983,3480002.72604000010,1,0,F147007,29,1999136,2,2007/02/12,3757,CON,SW,,,0,0,0,CONC,0,DM,08,21,G,SW,,GISNORFOLK,2016/09/30,1,601 GOFF STREET,DINS073739,E143250,0,
21453,F147011,DINS,21,7.86999988000,4.61999988000,1929,NS,,I,,2012/05/14,SW,12132813.34539999999,3479994.89498999994,1,0,F147011,29,1999139,1,2007/04/30,3757,CON,GIS,,,0,0,0,CONC,0,DM,08,21,U,SW,,MOSWALD,2016/06/09,1,695 GOFF STREET,DINS073740,,0,
21454,F143646,JB,30,7.14940000000,4.06606666000,1929,ST,30x30,I,,2012/05/15,SW,12132308.88700000010,3479809.94700000016,1,0,F143646,30,1999197,3,2007/02/15,3749,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,GISNORFOLK,2016/09/30,1,630 E PRINCESS ANNE ROAD,JB073741,E143250,0,
21455,F143647,CBNS,10,7.27190000000,3.60523333000,1929,NS,30X19-30,I,,2012/05/15,SW,12132294.94229999930,3479819.72044999991,1,0,F143647,29,1999198,1,2007/02/15,3749,CON,SW,,,0,0,0,CONC,0,DM,08,9,G,SW,,GISNORFOLK,2016/09/30,1,630 E PRINCESS ANNE ROAD,CBNS073742,E143250,0,
21456,F143648,JB,30,7.07760000000,4.07760000000,1929,ST,30x30,I,,2012/05/15,SW,12132306.07399999909,3479797.02600000007,1,0,F143648,30,1999210,3,2007/02/15,3749,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,GISNORFOLK,2016/09/30,1,630 E PRINCESS ANNE ROAD,JB073743,E143250,0,
21457,F143649,JB,30,8.04760000000,4.46426666000,1929,ST,30x30,I,,2012/05/15,SW,12132338.33899999969,3479784.51399999997,1,0,F143649,30,1999212,3,2007/02/15,3757,CON,SW,,,0,0,0,CONC,0,DM,08,34,G,SW,,GISNORFOLK,2016/09/30,1,630 E PRINCESS ANNE ROAD,JB073744,E143250,0,
21458,F143650,CBNS,10,7.47910000000,3.72910000000,1929,NS,30X19-30,I,,2012/05/15,SW,12132337.16090000048,3479772.41485999990,1,0,F143650,29,1999224,1,2007/02/15,3757,CON,SW,,,0,0,0,CONC,0,DM,08,9,G,SW,,GISNORFOLK,2016/09/30,1,630 E PRINCESS ANNE ROAD,CBNS073745,E143250,0,
21459,F143651,MHNS,39,9.16010000000,6.49343333000,1929,NS,30,I,,2012/05/15,SW,12132573.69199999981,3479701.14699999988,1,0,F143651,30,1999251,2,2007/02/15,3757,CON,SW,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,633 GOFF STREET,MHNS073746,E143250,0,
21460,F143652,CBNS,10,9.00560000000,6.50560000000,1929,NS,30X19-30,I,,2012/05/15,SW,12132571.99750000052,3479693.92921000021,1,0,F143652,29,1999254,1,2007/02/15,3757,CON,SW,,,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,2016/09/30,1,633 GOFF STREET,CBNS073747,E143250,0,
21461,F143611,MH,32,11.62000000000,5.65000000000,1929,ST,,I,,2006/12/15,CN,12131947.30800000019,3479552.93099999987,1,0,F143611,30,1999283,0,2006/12/15,3727,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,500 E VIRGINIA BEACH BOULEVARD,MH073748,E143250,0,
21462,F143613,MH,32,10.47000000000,5.86000000000,999,ST,,I,"Overflow/Junction, Rim and Invert Assumed",,CN,12131971.62619999982,3479514.63202999998,1,0,F143613,30,2318493,0,,3727,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,500 E VIRGINIA BEACH BOULEVARD,MH073750,E143250,0,
21463,F143614,MH,32,10.42000000000,7.02000000000,1929,ST,,I,,,CN,12132201.04700000025,3479416.58499999996,1,0,F143614,30,2318494,0,2009/04/08,3727,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,1101 SMITH STREET,MH073751,E143250,0,
21464,F143929,CB,3,10.46000000000,6.49000000000,1920,ST,,I,"Debris-Minor; Sediment,VDOT DI-3B",2006/10/24,CN,12131865.33940000087,3479223.88327000011,1,0,F143929,29,1999401,0,2006/10/24,3968,CON,CN,,,0,0,0,CONC,0,DM,08,3,G,SW,,GISNORFOLK,2016/09/30,1,922 SAINT PAUL STREET,CB073752,E143250,0,
21465,F143930,CB,3,10.24000000000,6.66000000000,1920,ST,,I,"Debris-Minor; Sediment, Throat H=0.56' L=16' VDOT DI-3C",2006/10/24,CN,12131845.79800000042,3479318.08301000018,1,0,F143930,29,1999403,0,2006/10/24,3727,CON,CN,,,0,0,0,CONC,0,DM,08,3,G,SW,,GISNORFOLK,2016/09/30,1,500 E VIRGINIA BEACH BOULEVARD,CB073754,E143250,0,
21466,F143910,CBNS,10,11.46000000000,8.41000000000,1920,NS,30X19-30,I,"Debris-Minor; Sediment, Throat H=0.60' L=2.33'",2006/10/23,CN,12131401.46700000018,3479133.89100999990,1,0,F143910,29,1999435,0,2006/10/23,3997,CON,CN,,,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,2016/09/30,1,424 NICHOLSON STREET,CBNS073756,E143250,0,
21467,F143909,MH,32,11.50000000000,4.40000000000,1920,ST,,I,Sediment,2006/10/23,CN,12131414.96900000051,3479105.85800000001,1,0,F143909,30,1999436,0,2006/10/23,4030,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,401 NICHOLSON STREET,MH073757,E143250,0,
21468,F143906,MH,32,10.78000000000,4.16000000000,1920,ST,,I,"Debris-Minor;Sediment",2006/10/23,CN,12131384.27199999988,3479064.30099999998,1,0,F143906,30,1999443,0,2006/10/23,4041,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,401 NICHOLSON STREET,MH073758,E143250,0,
21469,F143907,CBNS,10,11.07000000000,4.65000000000,1920,NS,30X19-30,I,"Debris-Full, Throat H=0.58' L=2.33'",2006/10/23,CN,12131362.03099999949,3479071.28000999987,1,0,F143907,29,1999444,0,2006/10/23,3983,CON,CN,,,0,0,0,CONC,0,DM,08,11,F,SW,,GISNORFOLK,2016/09/30,1,357 NICHOLSON STREET,CBNS073759,E143250,0,
21470,F143908,CBNS,10,11.09000000000,5.73000000000,1920,NS,30X19-30,I,"Debris-Full; Sediment, Throat H=0.56' L=2.33'",2006/10/23,CN,12131391.45500000007,3479062.47099999990,1,0,F143908,29,1999445,0,2006/10/23,4041,CON,CN,,,0,0,0,CONC,0,DM,08,11,F,SW,,GISNORFOLK,2016/09/30,1,401 NICHOLSON STREET,CBNS073760,E143250,0,
21471,F143927,CBNS,10,10.72000000000,5.74000000000,1920,NS,30X19-30,I,"Debris-Minor; Throat H=0.58' L=2.33'",2016/01/29,MOSWALD,12131774.32000000030,3479035.80398999993,1,0,F143927,29,1999447,0,2006/12/15,3968,CON,CN,,,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,2016/09/30,1,900 SAINT PAUL STREET,CBNS073762,E143250,0,
21472,F143921,MH,32,10.93000000000,5.78000000000,1920,ST,,I,"Structure Inaccessible, Invert Assumed",2016/01/29,MOSWALD,12131730.18400000036,3478995.93700999999,1,0,F143921,30,1999461,0,2006/12/13,4007,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,501 NICHOLSON STREET,MH073764,E143250,0,
21473,F143905,YB,66,10.26000000000,6.43000000000,1920,GR,,I,"Structure Inaccessible, Invert Assumed",2006/12/13,CN,12131045.09999999963,3478935.71100000013,1,0,F143905,29,1999489,0,2006/12/13,4047,CON,CN,,,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,2016/09/30,1,327 NICHOLSON STREET,YB073766,E143250,0,
21474,F143904,YB,66,9.87000000000,6.15000000000,1920,GR,,I,"Structure Inaccessible, Invert Assumed",2006/12/13,CN,12131137.43899999931,3478916.86598999985,1,0,F143904,29,1999490,0,2006/12/13,4043,CON,CN,,,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,2016/09/30,1,331 NICHOLSON STREET,YB073767,E143250,0,
21475,F143903,YB,66,9.67000000000,5.89000000000,1920,GR,,I,"Structure Inaccessible, Invert Assumed",2006/12/13,CN,12131222.32300000079,3478898.91299000010,1,0,F143903,29,1999491,0,2006/12/13,4039,CON,CN,,,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,2016/09/30,1,827 WHITAKER LANE,YB073768,E143250,0,
21476,F143922,MH,32,10.91000000000,6.83000000000,1920,ST,,I,Debris-Full,2016/01/29,MOSWALD,12132019.89399999939,3478886.55500999978,1,0,F143922,30,1999496,0,2006/11/01,3968,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,557 NICHOLSON STREET,MH073770,E143250,0,
21477,F143902,MH,32,11.31000000000,3.86000000000,1920,ST,,I,"Rim, Invert and Location Assumed",2006/12/13,CN,12131339.63920000009,3478860.95306999981,1,0,F143902,30,1999506,0,2006/12/13,4041,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,826 WHITAKER LANE,MH073771,E143250,0,
21478,F143924,CBCW,7,11.01000000000,6.87000000000,1920,ST,,I,"Debris-Full,Throat H=0.57' L=2.33'",2016/01/29,MOSWALD,12132017.80199999921,3478870.89100999990,1,0,F143924,29,1999507,0,2006/10/24,4045,CON,CN,,,0,0,0,CONC,0,DM,08,7,G,SW,,GISNORFOLK,2016/09/30,1,557 NICHOLSON STREET,CBCW073772,E143250,0,
21479,F143913,YB,66,10.48000000000,6.15000000000,1920,GR,,I,"Debris-Minor;Sediment",2016/01/29,MOSWALD,12131657.44299999997,3478718.54298999999,1,0,F143913,29,1999611,0,2006/10/25,3968,CON,CN,,,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,2016/09/30,1,475 NICHOLSON STREET,YB073773,E143250,0,
21480,F143900,CBNS,10,10.01000000000,4.55000000000,1920,NS,30X19-30,I,"Debris-Full; Throat H=0.69' L=2.33'",2006/10/23,CN,12131299.27600000054,3478644.01299999980,1,0,F143900,29,1999651,0,2006/10/23,4041,CON,CN,,,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,2016/09/30,1,804 WHITAKER LANE,CBNS073774,E143250,0,
21481,F143899,MH,32,9.66000000000,3.25000000000,1920,ST,,I,"Debris-Minor;Sediment",2006/10/23,CN,12131291.72399999946,3478642.43498999998,1,0,F143899,30,1999652,0,2006/10/23,4041,CON,CN,,,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,2016/09/30,1,804 WHITAKER LANE,MH073775,E143250,0,
21482,F143901,CBNS,10,10.11000000000,5.07000000000,1920,NS,30X19-30,I,"Debris-Full; Sediment, Throat H=0.60' L=2.33'",2006/10/23,CN,12131270.83599999920,3478654.83902999992,1,0,F143901,29,1999653,0,2006/10/23,3983,CON,CN,,,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,2016/09/30,1,396 E OLNEY ROAD,CBNS073776,E143250,0,
21483,F143896,CBNS,10,10.07000000000,3.14000000000,1920,NS,30X19-30,I,"Debris-Minor; Throat H=0.53' L=2.33'",2006/11/09,CN,12131284.33709999919,3478585.87327999994,1,0,F143896,29,2003241,0,2006/11/09,4185,CON,CN,,,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,2016/09/30,1,401 E OLNEY ROAD,CBNS073777,E143250,0,
