file_name	city	subtype	uuid	reportRating	Confidence	Reliability	Location (x)	Location (y)	pubmilis	roadTypeNumber	Road Type
/home/jeff/Documents/research/waze_proj/data/02.09.2017.05.26.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	c5936344-c326-36a4-a161-24863ddb4b63	3	-1	7	-76.245843	36.845938	1504342235284	3	Freeways
/home/jeff/Documents/research/waze_proj/data/29.01.2018.17.44.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	49d1e74e-2d31-312a-a54a-933a7b49dde9	2	0	5	-76.196493	36.845838	1517265449254	3	Freeways
/home/jeff/Documents/research/waze_proj/data/09.08.2017.20.39.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	5bb6b06f-4366-37cd-9602-2a905d00e1ce	0	0	5	-76.255055	36.939179	1502324043925	1	Streets
/home/jeff/Documents/research/waze_proj/data/09.08.2017.20.39.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	acbeb426-5d5c-3736-838b-383d0cfe41a5	0	0	5	-76.254894	36.93947	1502324991869	7	Secondary
/home/jeff/Documents/research/waze_proj/data/29.10.2017.18.04.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	e556712a-8982-3d1a-862f-010f9669bf91	1	2	9	-76.316753	36.924036	1509312058437	6	Primary
/home/jeff/Documents/research/waze_proj/data/08.12.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	639b3b1b-c078-3fc5-940a-5d2e9fcca696	0	1	7	-76.240018	36.888781	1512768862656	7	Secondary
/home/jeff/Documents/research/waze_proj/data/15.08.2017.17.14.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	3556dbd3-696e-3028-a6dc-af27ba17cde2	5	1	8	-76.283266	36.884569	1502830309305	7	Secondary
/home/jeff/Documents/research/waze_proj/data/15.08.2017.17.14.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	df918ad7-e9c2-303b-8325-5888b3ac623a	1	-1	7	-76.288275	36.965225	1502830990674	3	Freeways
/home/jeff/Documents/research/waze_proj/data/08.11.2017.07.08.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	14caef05-fe95-3575-ad1f-11115f89da18	5	0	5	-76.29399	36.866233	1510142879145
/home/jeff/Documents/research/waze_proj/data/15.11.2017.19.06.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	f13f3def-7997-37c3-afc0-d0f249257cfd	2	0	6	-76.283701	36.883656	1510789123240	7	Secondary
/home/jeff/Documents/research/waze_proj/data/09.12.2017.12.58.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	622cac9f-e263-325a-97bb-88fdcb18ef9f	0	0	5	-76.287663	36.853866	1512841827659	7	Secondary
/home/jeff/Documents/research/waze_proj/data/08.12.2017.16.48.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	639b3b1b-c078-3fc5-940a-5d2e9fcca696	0	0	5	-76.240018	36.888781	1512768862656	7	Secondary
/home/jeff/Documents/research/waze_proj/data/20.09.2017.14.06.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	338a3267-d342-3adf-b723-6021ef8a043e	0	0	8	-76.283361	36.884371	1505926122352	7	Secondary
/home/jeff/Documents/research/waze_proj/data/30.10.2017.02.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	831fb8a3-85fb-375d-a383-4397096a176f	3	0	5	-76.207763	36.874492	1509343559288
/home/jeff/Documents/research/waze_proj/data/09.08.2017.20.35.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	5bb6b06f-4366-37cd-9602-2a905d00e1ce	0	0	5	-76.255055	36.939179	1502324043925	1	Streets
/home/jeff/Documents/research/waze_proj/data/09.08.2017.20.35.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	acbeb426-5d5c-3736-838b-383d0cfe41a5	0	0	5	-76.254894	36.93947	1502324991869	7	Secondary
/home/jeff/Documents/research/waze_proj/data/06.09.2017.17.42.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bd61939d-3328-309b-9ef3-2ca3eef7adf7	4	2	10	-76.316577	36.923768	1504730649035	6	Primary
/home/jeff/Documents/research/waze_proj/data/20.09.2017.21.38.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	075d5f57-bcce-370e-8b27-e1540ce4e9cb	3	0	5	-76.293672	36.85522	1505957433461	2	Primary Street
/home/jeff/Documents/research/waze_proj/data/15.11.2017.08.17.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bde4451b-6d2e-3ed2-b58d-36879ffe6fa0	2	0	6	-76.28208	36.885992	1510751476530	7	Secondary
/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.10.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	99d1efb5-acb8-39d4-8982-d2fc7ab08dc3	3	1	7	-76.285726	36.874886	1502546442399	7	Secondary
/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.10.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	e2e4f6f6-a9af-3083-b744-78ba7cc1cc5c	3	0	5	-76.206759	36.874315	1502545794802	6	Primary
/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.10.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	7a2d0d3c-5fd1-35ad-aa3c-1e785dbc659c	2	0	10	-76.193111	36.877229	1502546022809	6	Primary
/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.10.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	35f4a64d-f5f2-38f2-ae04-3cb131cba532	1	0	6	-76.256555	36.906347	1502546018676	3	Freeways
/home/jeff/Documents/research/waze_proj/data/29.10.2017.14.30.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	2a4a18e7-e67d-364d-bb48-ad42ade76d9f	1	1	7	-76.304071	36.891351	1509299345258	6	Primary
/home/jeff/Documents/research/waze_proj/data/19.09.2017.21.22.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	615bdbbd-7bee-3b7a-839f-fb972249fcd5	2	-1	7	-76.261382	36.959518	1505868997568	7	Secondary
/home/jeff/Documents/research/waze_proj/data/15.11.2017.08.31.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bde4451b-6d2e-3ed2-b58d-36879ffe6fa0	2	0	6	-76.28208	36.885992	1510751476530	7	Secondary
/home/jeff/Documents/research/waze_proj/data/08.12.2017.17.18.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	639b3b1b-c078-3fc5-940a-5d2e9fcca696	0	1	7	-76.240018	36.888781	1512768862656	7	Secondary
/home/jeff/Documents/research/waze_proj/data/09.08.2017.20.54.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	acbeb426-5d5c-3736-838b-383d0cfe41a5	0	0	5	-76.254894	36.93947	1502324991869	7	Secondary
/home/jeff/Documents/research/waze_proj/data/30.01.2018.09.47.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	68137432-98cd-3c51-9e6c-51fcff3bb87f	0	0	5	-76.283713	36.883629	1517323193382	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.01.2018.01.12.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	7f0bfd65-f3d5-33b4-a50e-2153a5b573f9	3	0	5	-76.275501	36.919869	1515823492429	3	Freeways
/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.53.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	163749e4-5648-3d20-9c9a-f534ca1285bd	1	0	5	-76.282253	36.850127	1510158590026	2	Primary Street
/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.53.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	6c52d37f-f7d4-39c9-8e69-c618f4639994	2	0	6	-76.302821	36.896832	1510159655516	6	Primary
/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.53.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	a799f534-a30b-34a3-a43d-a3cc24a3741c	2	0	5	-76.303436	36.900695	1510159678417	6	Primary
/home/jeff/Documents/research/waze_proj/data/19.09.2017.21.11.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	9a91fde3-e108-31ba-a5fc-6a696c3a8f3d	2	0	5	-76.296219	36.855492	1505868165351	1	Streets
/home/jeff/Documents/research/waze_proj/data/19.09.2017.21.11.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	615bdbbd-7bee-3b7a-839f-fb972249fcd5	2	0	5	-76.261382	36.959518	1505868997568	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	a3b02fe5-7cf6-3c2f-853f-9004b03ea9b2	2	0	5	-76.283698	36.883341	1507929061618	2	Primary Street
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	582a6cd5-e5c4-3ebe-8a20-bc3ceb909997	2	0	5	-76.292253	36.856909	1507929089217	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	cfb0e3ae-f511-3f9d-92cc-434bbbc66b37	2	0	6	-76.284076	36.882827	1507929088017	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	e900c3af-e85a-3cf4-89ba-14a5901ff16c	2	0	6	-76.261671	36.95919	1507927418685	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	6214c052-a448-39fc-b262-d2cbdb96097e	5	1	7	-76.303612	36.900674	1507927213137	6	Primary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	26f638b7-1b5b-3a2f-80ed-c50d3dd8d0b9	2	0	5	-76.302967	36.896448	1507927586156	6	Primary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	6592c92c-b867-3d8d-aa91-8b7203a86355	0	0	5	-76.27711	36.847964	1507928255883	6	Primary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	c8831f04-d00a-3f52-9ead-e68fd0b736f3	3	0	6	-76.277269	36.848008	1507929211938	6	Primary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.15.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	f6513c51-1db2-3b34-be3e-ab0ee3b0f559	3	0	5	-76.27785	36.846307	1507929277160	6	Primary
/home/jeff/Documents/research/waze_proj/data/11.09.2017.14.30.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bf7b3606-0ec0-3b86-998f-ddb1ab0e00e9	2	0	6	-76.283042	36.884929	1505153133590	7	Secondary
/home/jeff/Documents/research/waze_proj/data/09.12.2017.07.21.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	581d1217-1173-30b7-bd60-e763892e463b	3	0	5	-76.30306	36.863974	1512821095933
/home/jeff/Documents/research/waze_proj/data/06.09.2017.18.36.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	f4ae3d33-bd09-3e1e-999d-c6be4fe52fd1	4	0	6	-76.232742	36.842723	1504737178956	3	Freeways
/home/jeff/Documents/research/waze_proj/data/06.09.2017.18.36.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	918b945c-3ae9-38cf-96db-65513e6b11b1	1	0	7	-76.266788	36.932235	1504736839253	3	Freeways
/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.45.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	7a7209e1-d83f-3319-9a7d-8caaac3b56da	4	1	7	-76.282481	36.885638	1507926753076	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.45.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	e900c3af-e85a-3cf4-89ba-14a5901ff16c	2	0	5	-76.261671	36.95919	1507927418685	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.45.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	6214c052-a448-39fc-b262-d2cbdb96097e	5	0	5	-76.303612	36.900674	1507927213137	6	Primary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.45.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	4acb2509-c18c-3bd0-8678-e35d4f40a9a4	5	0	5	-76.302968	36.896546	1507927260405	6	Primary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.45.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bc79e9eb-ca57-3ab6-9231-4e73cf18769c	4	2	9	-76.277289	36.847956	1507925144470	6	Primary
/home/jeff/Documents/research/waze_proj/data/09.12.2017.13.42.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	1a5ed67c-fbe4-3b74-8511-695294f426a8	5	0	5	-76.217556	36.897061	1512843687940
/home/jeff/Documents/research/waze_proj/data/09.12.2017.13.42.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	77ce01be-890c-3fa1-94a3-40012b9b3af9	5	0	5	-76.279394	36.895103	1512844682653	6	Primary
/home/jeff/Documents/research/waze_proj/data/29.10.2017.16.20.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	cea0fc06-164c-3220-9e69-24e53f585822	5	0	5	-76.210879	36.866167	1509307857159	6	Primary
/home/jeff/Documents/research/waze_proj/data/29.10.2017.16.20.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	2a8fc777-6174-3d78-9632-0bc5418e000a	5	0	5	-76.210615	36.864188	1509307875105	6	Primary
/home/jeff/Documents/research/waze_proj/data/15.11.2017.18.58.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	f13f3def-7997-37c3-afc0-d0f249257cfd	2	0	6	-76.283701	36.883656	1510789123240	7	Secondary
/home/jeff/Documents/research/waze_proj/data/09.09.2017.12.20.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	3a101c30-00b7-3e48-8610-88ec010949aa	5	0	5	-76.282859	36.88516	1504973454968	7	Secondary
/home/jeff/Documents/research/waze_proj/data/15.11.2017.09.11.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	48c41e6f-4d10-3b01-9bc9-8612f2cc05e2	0	0	6	-76.282825	36.885203	1510753363518
/home/jeff/Documents/research/waze_proj/data/01.09.2017.18.03.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	90c155f0-14b9-39c2-a745-b799aa43be07	3	0	5	-76.297646	36.889295	1504302967283	1	Streets
/home/jeff/Documents/research/waze_proj/data/31.01.2018.09.56.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	7da29697-6cb8-35a8-a430-b138b91a07ca	3	0	5	-76.282869	36.885147	1517409144490	7	Secondary
/home/jeff/Documents/research/waze_proj/data/29.01.2018.15.37.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	6b40a424-4108-32b9-ab8a-4e4f7e4f08e9	5	0	5	-76.271578	36.919496	1517257650436	4	Ramps
/home/jeff/Documents/research/waze_proj/data/13.10.2017.19.47.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	24233a8a-e0c6-3947-8707-76698952f9e3	1	0	6	-76.282751	36.885297	1507938028464	7	Secondary
/home/jeff/Documents/research/waze_proj/data/01.09.2017.18.04.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	90c155f0-14b9-39c2-a745-b799aa43be07	3	0	5	-76.297646	36.889295	1504302967283	1	Streets
/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.07.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	dad6d256-a898-3922-be3b-a6a237497a2c	2	0	5	-76.273869	36.854424	1502549364179	6	Primary
/home/jeff/Documents/research/waze_proj/data/29.10.2017.17.42.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	a9991e18-a123-3373-a12e-e9a0af53b89d	5	0	5	-76.271289	36.919915	1509311755589	4	Ramps
/home/jeff/Documents/research/waze_proj/data/29.10.2017.17.42.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	3870868d-dfd0-377c-83c8-a751a92add5d	5	0	5	-76.279855	36.897857	1509311938309	6	Primary
/home/jeff/Documents/research/waze_proj/data/29.10.2017.17.42.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	45e5f2f5-b3ee-31de-807d-7f9162c6e802	1	0	5	-76.313116	36.920215	1509312254797	6	Primary
/home/jeff/Documents/research/waze_proj/data/29.10.2017.17.42.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	e556712a-8982-3d1a-862f-010f9669bf91	1	1	7	-76.316753	36.924036	1509312058437	6	Primary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.39.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	7a7209e1-d83f-3319-9a7d-8caaac3b56da	4	0	5	-76.282481	36.885638	1507926753076	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.39.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	acfa5653-d4c2-3f82-8625-bc29356ce763	1	2	9	-76.302799	36.895974	1507924879920	6	Primary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.39.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bc79e9eb-ca57-3ab6-9231-4e73cf18769c	4	2	9	-76.277289	36.847956	1507925144470	6	Primary
/home/jeff/Documents/research/waze_proj/data/27.09.2017.16.43.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	9d1a5aad-d3b9-32d0-897d-1fbe063ace3c	2	3	10	-76.282475	36.885645	1506541960956	7	Secondary
/home/jeff/Documents/research/waze_proj/data/30.08.2017.18.52.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	f0e1348c-2871-3e14-9d9a-d83e42044b65	5	0	6	-76.283393	36.884304	1504132024949	7	Secondary
/home/jeff/Documents/research/waze_proj/data/01.02.2018.22.37.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	4ad11f76-f758-3bc5-a870-204e7fe174c6	1	0	6	-76.213764	36.881823	1517542314593	3	Freeways
/home/jeff/Documents/research/waze_proj/data/14.10.2017.18.56.02.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	c2c8aab6-d67f-32cc-859c-daf230d06bc9	2	1	7	-76.283656	36.883749	1508020727009	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.14.31.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	52f3f276-4088-38b9-995a-9aa0bbb7e5f5	2	1	7	-76.283675	36.883711	1507917757850	7	Secondary
/home/jeff/Documents/research/waze_proj/data/06.09.2017.17.39.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bd61939d-3328-309b-9ef3-2ca3eef7adf7	4	2	10	-76.316577	36.923768	1504730649035	6	Primary
/home/jeff/Documents/research/waze_proj/data/29.01.2018.15.38.02.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	6b40a424-4108-32b9-ab8a-4e4f7e4f08e9	5	0	5	-76.271578	36.919496	1517257650436	4	Ramps
/home/jeff/Documents/research/waze_proj/data/06.09.2017.18.58.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	5df64adb-6d9f-3395-8d29-aa6e552f7106	3	0	5	-76.317655	36.926761	1504738526640	6	Primary
/home/jeff/Documents/research/waze_proj/data/06.09.2017.18.58.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	c4113886-b98c-3a24-b9c8-43b57adc95fe	3	0	5	-76.316857	36.924234	1504738550621	6	Primary
/home/jeff/Documents/research/waze_proj/data/06.09.2017.18.58.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	aeb793b8-70ec-324b-a574-6dcfe76fe36c	3	0	5	-76.312637	36.919775	1504738590289	6	Primary
/home/jeff/Documents/research/waze_proj/data/26.09.2017.12.44.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bb8de015-4dfb-3bf3-8d10-f36f91627378	1	0	5	-76.283539	36.883996	1506442476364	7	Secondary
/home/jeff/Documents/research/waze_proj/data/09.12.2017.15.50.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	eef1d053-3b73-3563-812c-03c24ff192b5	3	0	5	-76.283648	36.883767	1512852207386	7	Secondary
/home/jeff/Documents/research/waze_proj/data/07.11.2017.12.04.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	5eb59982-d7d9-3052-807f-a58a09497416	4	0	5	-76.282475	36.885645	1510073871547	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.49.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	582a6cd5-e5c4-3ebe-8a20-bc3ceb909997	2	0	6	-76.292253	36.856909	1507929089217	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.49.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	cfb0e3ae-f511-3f9d-92cc-434bbbc66b37	2	2	9	-76.284076	36.882827	1507929088017	7	Secondary
/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.49.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	2e366a66-15e9-3ad2-8aa2-7acbe7cf5111	3	0	5	-76.302968	36.896517	1507929841719	6	Primary
/home/jeff/Documents/research/waze_proj/data/15.11.2017.08.25.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	bde4451b-6d2e-3ed2-b58d-36879ffe6fa0	2	0	6	-76.28208	36.885992	1510751476530	7	Secondary
/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.42.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	40613421-085c-3223-959c-11c28b188f4d	0	2	10	-76.191896	36.846022	1502550767354	3	Freeways
/home/jeff/Documents/research/waze_proj/data/29.10.2017.17.19.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	a9991e18-a123-3373-a12e-e9a0af53b89d	5	0	5	-76.271289	36.919915	1509311755589	4	Ramps
/home/jeff/Documents/research/waze_proj/data/29.10.2017.17.19.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	3870868d-dfd0-377c-83c8-a751a92add5d	5	0	5	-76.279855	36.897857	1509311938309	6	Primary
/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.17.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	e54e6187-37e9-3255-893c-794106671a65	1	0	5	-76.293759	36.883413	1510250937040	2	Primary Street
/home/jeff/Documents/research/waze_proj/data/01.02.2018.22.35.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	4ad11f76-f758-3bc5-a870-204e7fe174c6	1	0	5	-76.213764	36.881823	1517542314593	3	Freeways
/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.37.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	848e9d0e-a824-397d-859d-52827c3e8a13	1	0	5	-76.289016	36.85774	1510165603586
/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.37.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	d4b5279f-44df-3b68-947b-27b831a01176	3	0	5	-76.30285	36.895704	1510164810550	6	Primary
/home/jeff/Documents/research/waze_proj/data/31.01.2018.09.58.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	7da29697-6cb8-35a8-a430-b138b91a07ca	3	0	5	-76.282869	36.885147	1517409144490	7	Secondary
/home/jeff/Documents/research/waze_proj/data/08.10.2017.13.51.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	4691962a-e88c-3ad6-b521-fba0c192bae6	5	0	5	-76.295439	36.882191	1507483745240	1	Streets
/home/jeff/Documents/research/waze_proj/data/08.10.2017.13.51.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	ff05bc33-c5a1-31e3-8180-09f981ce32fb	2	0	5	-76.259992	36.887038	1507484913448	6	Primary
/home/jeff/Documents/research/waze_proj/data/30.01.2018.09.04.01.json	Norfolk, VA	HAZARD_WEATHER_FLOOD	72987570-4044-371c-a56c-1365cdf37704	2	0	6	-76.282617	36.885466	1517319865894
