OBJECTID,Upstream_S,Upstream_I,Upstream_A,Downstream,Downstre_1,Downstre_2,Pipe_ID,Pipe_Geome,Horizontal,Vertical_D,Pipe_Size,Pipe_Lengt,Pipe_Mater,Condition,Comments,Enabled,COMPTYPE,COMPKEY,UNITID,UNITID2,MAINCOMP1,MAINCOMP2,PARLINENO,Date_VERIF,Dbasin,Owner,Picture_ID,Picture__1,Percent_Bl,Pipe_Quant,Pipe_Squas,SurveyDate,Verified_B,Source,Major_Wate,Year_Insta,PIPE_LININ,Downstre_3,Upstream_1,created_us,created_da,last_edite,last_edi_1,Verified_L,DOCID,OUTFALL,Shape_Leng
16792,I152478,8.83300000000,0,I152477,8.16100000000,0,I152478-I152477,CR,15.00000000000,0.00000000000,15'',58.02299470000,RCP,G,,1,31,2020099,I152478,I152477,29,29,,2014/09/30,3790,CON,I152478-I152477_1,I152478-I152477_2,0,1,0,,SW,TG,08,1956,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE024710,,58.02299756550
16793,I152480,7.68200000000,0,I152479,7.98200000000,0,I152480-I152479,CR,12.00000000000,0.00000000000,12'',27.50778378000,CMC,G,,1,31,2020379,I152480,I152479,29,29,,2014/09/30,3790,CON,I152480-I152479_1,I152480-I152479_2,0,1,1,,SW,TG,08,1956,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE024711,,27.50778815940
16794,I1504973,6.24200000000,0,I152470,6.09700000000,0,I1504973-I152470,CR,15.00000000000,0.00000000000,15'',3.51321579000,RCP,G,,1,31,2744116,I1504973,I152470,30,30,,2014/09/30,4486,CON,I154973-I152470_1,I154973-I152470_2,10,1,0,2011/03/09,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE024712,,3.51321338392
16795,I152473,7.24000000000,0,I152470,6.09700000000,0,I152473-I152470,CR,18.00000000000,0.00000000000,18'',319.92488099000,RCP,G,,1,31,2020095,I152473,I152470,30,30,,2014/09/30,4486,CON,I152473-I152470_1,I152473-I152470_2,10,1,0,,SW,TG,08,1956,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE024713,,319.92488139800
17323,H140002,-0.84000000000,0,H140001,-0.92000000000,0,H140002-H140001,CR,60.00000000000,0.00000000000,60'',50.00000000000,RCP,G,AS-BUILT,1,31,2744885,H140002,H140001,30,32,,2014/10/01,3694,CON,,,0,0,0,,SW,ASBLT,05,2007,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE025794,,54.89210059130
17324,H1410018,-0.64000000000,0,H140002,-0.84000000000,0,H1410018-H140002,CR,60.00000000000,0.00000000000,60'',204.00000000000,RCP,G,AS-BUILT,1,31,2744331,H1410018,H140002,30,30,,2014/11/10,3667,CON,,,0,0,0,,SW,ASBLT,05,2007,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE025795,,207.25844015200
17325,H1410019,2.85000000000,0,H1410018,-0.64000000000,0,H1410019-H1410018,CR,60.00000000000,0.00000000000,60'',124.00000000000,RCP,G,AS-BUILT,1,31,2744913,H1410019,H1410018,30,30,,2014/11/10,3667,CON,,,0,0,0,,SW,ASBLT,05,2007,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE025796,,125.13035729300
17326,H140056,4.50000000000,0,H140055,4.50000000000,0,H140056-H140055,CR,48.00000000000,0.00000000000,48'',168.00000000000,RCP,G,,1,31,2744964,H140056,H140055,32,32,,2012/12/04,3698,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE025837,,164.83003495500
17335,I146009,7.27000000000,0,I146008,7.19000000000,0,I146009-I146008,EL,29.00000000000,45.00000000000,29''X45'',202.00000000000,RCEP,G,,1,31,2744376,I146009,I146008,30,30,,,4306,CON,,,0,0,0,,SW,ASBLT,08,2006,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE025846,,200.65466534800
17336,I14688,7.30000000000,0,I146009,7.29000000000,0,I14688-I146009,EL,24.00000000000,38.00000000000,24''X38'',17.00000000000,RCP,G,,1,31,2744377,I14688,I146009,29,30,,2014/10/14,4306,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE025847,,16.38348277200
17398,I146114,4.85000000000,0,I146113,4.39000000000,0,I146114-I146113,CR,18.00000000000,0.00000000000,18'',135.42759167000,RCP,U,,1,31,2745566,I146114,I146113,29,29,,2013/02/19,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/12,4,STPIPE027096,OF079823,135.42759167200
17399,I146115,5.55000000000,0,I146114,4.85000000000,0,I146115-I146114,CR,18.00000000000,0.00000000000,18'',138.61171567000,RCP,U,,1,31,2744611,I146115,I146114,29,29,,2013/02/19,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/12,4,STPIPE027097,OF079823,138.61171566500
17400,I146116,5.94000000000,0,I146115,5.55000000000,0,I146116-I146115,CR,18.00000000000,0.00000000000,18'',87.37745626000,RCP,U,,1,31,2744382,I146116,I146115,29,29,,2013/02/19,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/12,4,STPIPE027098,OF079823,87.37745626390
17401,I146117,6.86000000000,0,I146116,5.94000000000,0,I146117-I146116,CR,15.00000000000,0.00000000000,15'',25.60572734000,RCP,U,,1,31,2744410,I146117,I146116,29,29,,2013/02/19,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/12,4,STPIPE027099,OF079823,25.60572734180
17402,I146118,6.00000000000,0,I146115,5.55000000000,0,I146118-I146115,CR,12.00000000000,0.00000000000,12'',137.28040814000,RCP,U,,1,31,2744383,I146118,I146115,30,29,,2013/02/19,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/12,4,STPIPE027100,OF079823,137.28040813700
17403,I146119,6.50000000000,0,I146118,6.00000000000,0,I146119-I146118,CR,42.00000000000,0.00000000000,42'',122.42742931000,RCP,U,,1,31,2744384,I146119,I146118,29,30,,2013/02/19,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/12,4,STPIPE027101,OF079823,122.42742930800
17404,I14539,4.27000000000,0,I14536,4.12000000000,0,I14539-I14536,CR,36.00000000000,0.00000000000,36'',153.83742686000,RCP,U,,1,31,2745433,I14539,I14536,29,32,,2014/10/14,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/27,4,STPIPE027112,OF079823,152.34064416500
17405,I14541,4.52000000000,0,I14539,4.27000000000,0,I14541-I14539,CR,36.00000000000,0.00000000000,36'',259.94346806000,RCP,U,,1,31,2744324,I14541,I14539,29,29,,2014/10/14,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/27,4,STPIPE027113,OF079823,262.69178423400
17409,I146548,8.12000000000,0,I14539,7.49000000000,0,I146548-I14539,CR,15.00000000000,0.00000000000,15'',76.65979762000,RCP,U,,1,31,2745443,I146548,I14539,29,29,,2014/10/14,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/27,4,STPIPE027118,OF079823,78.40255261310
17410,I146549,8.47000000000,0,I146548,8.12000000000,0,I146549-I146548,CR,15.00000000000,0.00000000000,15'',66.48713966000,RCP,U,,1,31,2744411,I146549,I146548,29,29,,2014/10/14,3790,CON,,,0,0,0,,SW,ASBLT,05,2006,0,,,SW,,GISNORFOLK,2016/08/12,4,STPIPE027119,OF079823,68.04549006450
17416,H14115,7.83000000000,0,H140002,3.68000000000,0,H14115-H140002,CR,18.00000000000,0.00000000000,18'',153.97776807000,RCP,U,,1,31,2744363,H14115,H140002,29,30,,2014/10/01,3694,CON,,,0,0,0,,SW,ASBLT,05,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE027139,,153.97776807000
17417,H1409995,7.82000000000,0,H140002,7.20000000000,0,H1409995-H140002,CR,15.00000000000,0.00000000000,15'',66.24608959000,RCP,U,,1,31,2745043,H1409995,H140002,29,30,,2014/10/01,3694,CON,,,0,0,0,,SW,ASBLT,05,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE027140,,66.24608959220
17418,H1409996,8.10000000000,0,H1409995,7.82000000000,0,H1409996-H1409995,CR,15.00000000000,0.00000000000,15'',27.28098541000,RCP,U,,1,31,2744724,H1409996,H1409995,29,29,,2014/10/01,3694,CON,,,0,0,0,,SW,ASBLT,05,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE027141,,27.28098540560
17419,H1410029,8.20000000000,0,H1410018,8.00000000000,0,H1410029-H1410018,CR,15.00000000000,0.00000000000,15'',8.56937111000,RCP,G,,1,31,2745044,H1410029,H1410018,29,30,,2014/11/10,3667,CON,,,0,0,0,,SW,ASBLT,05,2007,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE027143,,8.56937110660
17420,H1410030,8.20000000000,0,H1410018,8.00000000000,0,H1410030-H1410018,CR,15.00000000000,0.00000000000,15'',18.50949295000,RCP,G,,1,31,2745445,H1410030,H1410018,29,30,,2014/11/10,3667,CON,,,0,0,0,,SW,ASBLT,05,2007,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE027144,,18.50949295130
17421,H1410057,-1.49000000000,0,H1410056,-2.15000000000,0,H1410057-H1410056,CR,48.00000000000,0.00000000000,48'',119.99955179000,RCP,U,,1,31,2744421,H1410057,H1410056,29,32,,2014/11/17,3837,CON,,,0,0,0,,SW,ASBLT,05,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE027145,,119.99955178800
17422,H1410058,8.12000000000,0,H1410057,7.85000000000,0,H1410058-H1410057,CR,15.00000000000,0.00000000000,15'',28.71186971000,RCP,U,,1,31,2744386,H1410058,H1410057,29,29,,2014/11/17,3837,CON,,,0,0,0,,SW,ASBLT,05,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE027146,,28.71186971190
17423,H1410059,-0.63000000000,0,H1410057,-1.49000000000,0,H1410059-H1410057,CR,18.00000000000,0.00000000000,18'',98.65396010000,RCP,U,,1,31,2744441,H1410059,H1410057,29,29,,2014/11/17,3837,CON,,,0,0,0,,SW,ASBLT,05,999,0,,,SW,,GISNORFOLK,2016/08/23,3,STPIPE027147,,100.08947918700
17424,H1467,0.85000000000,0,H1410059,-0.63000000000,0,H1467-H1410059,CR,36.00000000000,0.00000000000,36'',249.91737566000,RCP,U,,1,31,2744422,H1467,H1410059,32,29,,2014/11/17,3924,CON,,,0,0,0,,SW,ASBLT,05,999,0,,,SW,,GISNORFOLK,2016/08/23,3,STPIPE027148,,244.75358029300
18806,F15742,3.25000000000,0,F15741,6.34000000000,1,F15742-F15741,CR,15.00000000000,0.00000000000,15'',39.00000000000,CONC,U,,1,31,2014240,F15742,F15741,29,32,,2016/01/29,4525,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15741,F15742,SW,,GISNORFOLK,2016/11/02,4,STPIPE069229,OF075702,37.31430659200
18807,F15568,3.37000000000,0,F15742,3.25000000000,0,F15568-F15742,CR,15.00000000000,0.00000000000,15'',19.00000000000,CONC,U,,1,31,2014241,F15568,F15742,32,29,,2016/01/29,4524,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15742,F15568,SW,,GISNORFOLK,2016/11/02,4,STPIPE069230,OF075702,19.38295288180
18808,F15746,6.08000000000,0,F15745,5.71000000000,0,F15746-F15745,CR,15.00000000000,0.00000000000,15'',45.00000000000,CONC,G,,1,31,2014242,F15746,F15745,29,30,,2016/01/29,4494,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15745,F15746,SW,,GISNORFOLK,2016/11/02,4,STPIPE069231,OF075702,44.88264572530
18809,F15745.01,6.12000000000,0,F15745,3.90000000000,0,F15745.01-F15745,CR,15.00000000000,0.00000000000,15'',59.00000000000,CONC,G,,1,31,2014243,F15745.01,F15745,29,30,,2016/01/29,4501,CON,,,0,0,0,,MOSWALD,DM,08,999,0,F15745,F15745.01,SW,,GISNORFOLK,2016/11/02,3,STPIPE069232,OF075702,59.16108896410
18810,F15733,0.89000000000,1,F15732,0.67000000000,1,F15733-F15732,CR,15.00000000000,0.00000000000,15'',261.00000000000,CONC,U,,1,31,2014244,F15733,F15732,32,32,,2016/01/29,4600,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15732,F15733,SW,,GISNORFOLK,2016/11/02,4,STPIPE069233,OF075702,261.11226209600
18811,F15735,1.01000000000,1,F15733,0.89000000000,1,F15735-F15733,CR,15.00000000000,0.00000000000,15'',15.00000000000,CONC,U,,1,31,2014245,F15735,F15733,30,32,,2016/01/29,4600,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15733,F15735,SW,,GISNORFOLK,2016/11/02,4,STPIPE069234,OF075702,14.59567537370
18812,F15736,1.27000000000,0,F15735,1.01000000000,1,F15736-F15735,CR,15.00000000000,0.00000000000,15'',30.00000000000,CONC,U,,1,31,2014246,F15736,F15735,30,30,,2016/01/29,4600,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15735,F15736,SW,,GISNORFOLK,2016/11/02,4,STPIPE069235,OF075702,29.73689251100
18813,F15737,2.87000000000,0,F15736,1.76000000000,0,F15737-F15736,CR,15.00000000000,0.00000000000,15'',52.00000000000,CONC,U,,1,31,2014247,F15737,F15736,29,30,,2016/01/29,4619,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15736,F15737,SW,,GISNORFOLK,2016/11/02,4,STPIPE069236,OF075702,51.67491370150
18814,F15729,0.82000000000,0,F15728,-0.81000000000,1,F15729-F15728,CR,15.00000000000,0.00000000000,15'',66.00000000000,CONC,G,,1,31,2014248,F15729,F15728,29,32,,2016/01/29,4705,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15728,F15729,SW,,GISNORFOLK,2016/11/02,4,STPIPE069237,OF075702,66.23342461290
18815,F15728,-3.30000000000,1,F15716,-3.10000000000,1,F15728-F15716,BX,60.00000000000,36.00000000000,60''X36'',65.00000000000,CONC,U,,1,31,2014249,F15728,F15716,32,30,,2016/01/29,4688,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15716,F15728,SW,,GISNORFOLK,2016/11/02,4,STPIPE069238,OF075702,64.78797717990
18816,F15731,-3.30000000000,0,F15728,-3.30000000000,1,F15731-F15728,BX,60.00000000000,36.00000000000,60''X36'',20.00000000000,CONC,U,,1,31,2014250,F15731,F15728,30,32,,2016/01/29,4688,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15728,F15731,SW,,GISNORFOLK,2016/11/02,4,STPIPE069239,OF075702,19.59450521050
18817,F15732,-3.30000000000,1,F15731,-3.30000000000,0,F15732-F15731,AR,60.00000000000,36.00000000000,60''X36'',18.00000000000,CONC,U,,1,31,2014251,F15732,F15731,32,30,,2016/01/29,4688,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15731,F15732,SW,,GISNORFOLK,2016/11/02,4,STPIPE069240,OF075702,17.71347007370
18818,F15754,3.68000000000,1,F15753,2.37000000000,0,F15754-F15753,CR,18.00000000000,0.00000000000,18'',140.00000000000,CONC,U,,1,31,2014252,F15754,F15753,29,29,,2016/01/29,4484,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15753,F15754,SW,,GISNORFOLK,2016/11/02,4,STPIPE069241,OF075702,139.96237984900
18819,F15755,4.04000000000,1,F15754,3.51000000000,1,F15755-F15754,CR,18.00000000000,0.00000000000,18'',85.00000000000,CONC,U,,1,31,2014253,F15755,F15754,29,29,,2016/01/29,4358,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15754,F15755,SW,,GISNORFOLK,2016/11/02,4,STPIPE069242,OF075702,84.58703058540
18820,F15756,5.08000000000,0,F15755,4.04000000000,0,F15756-F15755,CR,18.00000000000,0.00000000000,18'',90.00000000000,CONC,U,,1,31,2014254,F15756,F15755,29,29,,2016/01/29,4358,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15755,F15756,SW,,GISNORFOLK,2016/11/02,4,STPIPE069243,OF075702,90.26065940290
18821,F15757,5.54000000000,1,F15756,5.08000000000,0,F15757-F15756,CR,18.00000000000,0.00000000000,18'',86.00000000000,CONC,U,,1,31,2014255,F15757,F15756,29,29,,2016/01/29,4330,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15756,F15757,SW,,GISNORFOLK,2016/11/02,4,STPIPE069244,OF075702,86.02422844290
18822,F15757.01,5.82000000000,0,F15757,5.54000000000,1,F15757.01-F15757,CR,18.00000000000,0.00000000000,18'',53.00000000000,CONC,G,,1,31,2014256,F15757.01,F15757,29,29,,2016/01/29,4368,CON,,,0,0,0,,MOSWALD,DM,08,999,0,F15757,F15758.01,SW,,GISNORFOLK,2016/11/02,3,STPIPE069245,OF075702,52.90936597620
18823,F15759.01,6.76000000000,0,F15758,6.15000000000,0,F15759.01-F15758,CR,15.00000000000,0.00000000000,15'',54.00000000000,CONC,U,,1,31,2014257,F15759.01,F15758,30,30,,2016/01/29,4368,CON,,,0,0,0,,MOSWALD,DM,08,999,0,F15758,F15759.01,SW,,GISNORFOLK,2016/11/02,3,STPIPE069246,OF075702,54.36318238850
18824,F15759,6.74000000000,0,F15759.01,6.76000000000,0,F15759-F15759.01,CR,15.00000000000,0.00000000000,15'',13.00000000000,CONC,U,,1,31,2014258,F15759,F15759.01,29,30,,2016/01/29,3968,CON,,,0,0,0,,MOSWALD,DM,08,999,0,F15759.01,F15759,SW,,GISNORFOLK,2016/11/02,3,STPIPE069247,OF075702,12.86588205080
18825,F15758,6.29000000000,0,F15757.01,5.92000000000,0,F15758-F15757.01,CR,18.00000000000,0.00000000000,18'',97.00000000000,CONC,G,,1,31,2014259,F15758,F15757.01,30,29,,2016/01/29,4368,CON,,,0,0,0,,MOSWALD,DM,08,999,0,F15758.01,F15758,SW,,GISNORFOLK,2016/11/02,3,STPIPE069248,OF075702,96.95578157810
18826,F15750,0.20000000000,1,F15748,-0.59000000000,1,F15750-F15748,CR,24.00000000000,0.00000000000,24'',36.00000000000,CONC,U,,1,31,2014260,F15750,F15748,30,30,,2016/01/29,4600,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15748,F15750,SW,,GISNORFOLK,2016/11/02,4,STPIPE069249,OF075702,35.66122438150
18827,F15751,0.74000000000,1,F15750,0.41000000000,1,F15751-F15750,CR,24.00000000000,0.00000000000,24'',22.00000000000,CONC,U,,1,31,2014261,F15751,F15750,29,30,,2016/01/29,4600,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15750,F15751,SW,,GISNORFOLK,2016/11/02,4,STPIPE069250,OF075702,21.55360968410
18828,F15752,1.10000000000,0,F15751,0.45000000000,1,F15752-F15751,CR,27.00000000000,0.00000000000,27'',166.00000000000,CONC,U,,1,31,2014262,F15752,F15751,29,29,,2016/01/29,4600,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15751,F15752,SW,,GISNORFOLK,2016/11/02,4,STPIPE069251,OF075702,166.32044686600
18829,F15753,2.24000000000,0,F15752,1.13000000000,0,F15753-F15752,CR,24.00000000000,0.00000000000,24'',92.00000000000,CONC,U,,1,31,2014263,F15753,F15752,29,29,,2016/01/29,4518,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15752,F15753,SW,,GISNORFOLK,2016/11/02,4,STPIPE069252,OF075702,92.36203612850
18830,F15748,-3.30000000000,1,F15732,-3.30000000000,1,F15748-F15732,BX,60.00000000000,36.00000000000,60''X36'',19.00000000000,CONC,U,,1,31,2014264,F15748,F15732,30,32,,2016/01/29,4652,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15732,F15748,SW,,GISNORFOLK,2016/11/02,4,STPIPE069253,OF075702,18.83092051440
18831,F15760,-3.30000000000,1,F15748,-3.30000000000,0,F15760-F15748,BX,60.00000000000,36.00000000000,60''X36'',11.00000000000,CONC,U,,1,31,2014265,F15760,F15748,30,30,,2016/01/29,4652,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15748,F15760,SW,,GISNORFOLK,2016/11/02,4,STPIPE069254,OF075702,11.29293769180
18832,F15762,-3.30000000000,1,F15760,-3.30000000000,1,F15762-F15760,BX,60.00000000000,36.00000000000,60''X36'',356.00000000000,CONC,U,,1,31,2014266,F15762,F15760,32,30,,2016/01/29,4497,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15760,F15762,SW,,GISNORFOLK,2016/11/02,4,STPIPE069255,OF075702,355.99971472300
18833,F15687.02,-2.50000000000,1,F15687.01,-2.85000000000,1,F15687.02-F15687.01,CR,48.00000000000,0.00000000000,48'',66.00000000000,CONC,U,,1,31,2014269,F15687.02,F15687.01,30,30,,2016/01/29,4888,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15687.01,F15687.02,SW,,GISNORFOLK,2016/11/02,4,STPIPE069256,OF075702,66.38560214380
18834,F15693,-0.96000000000,1,F15692,-1.00000000000,1,F15693-F15692,CR,15.00000000000,0.00000000000,15'',24.00000000000,CONC,U,,1,31,2014270,F15693,F15692,30,32,,2016/01/29,4888,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15692,F15693,SW,,GISNORFOLK,2016/11/02,4,STPIPE069257,OF075702,23.98249888890
18835,F15694,0.70000000000,1,F15693,-0.96000000000,1,F15694-F15693,CR,15.00000000000,0.00000000000,15'',239.00000000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map,1,31,2014271,F15694,F15693,32,30,,2016/01/29,4716,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15693,F15694,SW,,GISNORFOLK,2016/11/02,4,STPIPE069258,OF075702,238.94568631400
18836,F15695,0.79000000000,1,F15694,0.70000000000,1,F15695-F15694,CR,12.00000000000,0.00000000000,12'',30.00000000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map,1,31,2014272,F15695,F15694,29,32,,2016/01/29,4716,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15694,F15695,SW,,GISNORFOLK,2016/11/02,4,STPIPE069259,OF075702,30.34916850800
18837,F15804,-1.74000000000,1,F15802,-2.65000000000,1,F15804-F15802,CR,42.00000000000,0.00000000000,42'',212.00000000000,PLAS,U,,1,31,2014273,F15804,F15802,29,29,,2016/01/29,5131,CON,,,0,0,0,,MOSWALD,DM,08,1998,0,F15802,F15804,SW,,GISNORFOLK,2016/11/02,4,STPIPE069260,OF075702,210.19219150500
18838,F15801,-0.75000000000,1,F15800,-1.25000000000,1,F15801-F15800,CR,30.00000000000,0.00000000000,30'',32.00000000000,CONC,U,,1,31,2014274,F15801,F15800,29,29,,2016/01/29,5274,CON,,,0,0,0,,MOSWALD,DM,08,1998,0,F15800,F15801,SW,,GISNORFOLK,2016/11/02,4,STPIPE069261,OF075702,28.81712654240
18839,F158004,-2.23000000000,1,F15678,-2.77000000000,1,F158004-F15678,CR,18.00000000000,0.00000000000,18'',108.00000000000,CONC,U,,1,31,2014275,F158004,F15678,29,30,,2016/01/29,5214,CON,,,0,0,0,,MOSWALD,DM,08,999,0,F15678,F158004,SW,,GISNORFOLK,2016/11/02,3,STPIPE069262,OF075702,107.74375586100
18840,F15676,-2.05000000000,1,F15675,-2.95000000000,0,F15676-F15675,EL,19.00000000000,12.00000000000,19''X12'',12.00000000000,CONC,U,,1,31,2014276,F15676,F15675,29,29,,2016/01/29,5276,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15675,F15676,SW,,GISNORFOLK,2016/11/02,4,STPIPE069263,OF075702,12.28007902580
18841,F15668,0.03000000000,1,F15667,-0.32000000000,1,F15668-F15667,CR,18.00000000000,0.00000000000,18'',116.00000000000,CONC,U,,1,31,2014277,F15668,F15667,30,32,,2016/01/29,5376,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15667,F15668,SW,,GISNORFOLK,2016/11/02,4,STPIPE069264,OF075702,115.74138318700
18842,F15669,0.48000000000,1,F15668,0.18000000000,1,F15669-F15668,CR,15.00000000000,0.00000000000,15'',82.00000000000,CONC,U,,1,31,2014278,F15669,F15668,29,30,,2016/01/29,5369,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15668,F15669,SW,,GISNORFOLK,2016/11/02,4,STPIPE069265,OF075702,82.10910300860
18843,F15671,1.34000000000,1,F15669,0.93000000000,0,F15671-F15669,CR,10.00000000000,0.00000000000,10'',141.00000000000,CONC,U,,1,31,2014279,F15671,F15669,29,29,,2016/01/29,5369,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15669,F15671,SW,,GISNORFOLK,2016/11/02,4,STPIPE069266,OF075702,140.93681403700
18844,F15532,-0.28000000000,1,F15531,-0.87000000000,1,F15532-F15531,CR,15.00000000000,0.00000000000,15'',305.00000000000,CONC,U,,1,31,2014280,F15532,F15531,30,30,,,5609,CON,,,0,0,0,,SW,DM,08,1955,0,F15531,F15532,SW,,GISNORFOLK,2016/11/02,4,STPIPE069267,OF075702,305.19542280700
18845,F15533,0.11000000000,1,F15532,-0.28000000000,1,F15533-F15532,CR,12.00000000000,0.00000000000,12'',144.00000000000,CONC,U,,1,31,2014281,F15533,F15532,30,30,,,5607,CON,,,0,0,0,,SW,DM,08,1955,0,F15532,F15533,SW,,GISNORFOLK,2016/11/02,4,STPIPE069268,OF075702,143.73415073900
18846,F15535,2.24000000000,1,F15533,0.11000000000,1,F15535-F15533,CR,12.00000000000,0.00000000000,12'',140.00000000000,CONC,U,,1,31,2014282,F15535,F15533,29,30,,,5571,CON,,,0,0,0,,SW,DM,08,1955,0,F15533,F15535,SW,,GISNORFOLK,2016/11/02,4,STPIPE069269,OF075702,140.13678941300
18847,F15687.01,-3.35000000000,1,F15686,-3.41000000000,1,F15687.01-F15686,BX,84.00000000000,48.00000000000,84''X48'',197.00000000000,CONC,U,,1,31,2014289,F15687.01,F15686,30,29,,2016/01/29,4888,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15686,F15687.01,SW,,GISNORFOLK,2016/11/02,4,STPIPE069270,OF075702,197.42354958900
18848,F15687,-3.32000000000,1,F15687.01,-3.35000000000,1,F15687-F15687.01,BX,84.00000000000,48.00000000000,84''X48'',113.00000000000,CONC,U,,1,31,2014290,F15687,F15687.01,30,30,,2016/01/29,4888,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15687.01,F15687,SW,,GISNORFOLK,2016/11/02,4,STPIPE069271,OF075702,112.94157400900
18849,F15689,1.16000000000,1,F15688,1.52000000000,1,F15689-F15688,CR,15.00000000000,0.00000000000,15'',172.00000000000,CONC,U,,1,31,2014291,F15689,F15688,29,30,,2016/01/29,4868,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15688,F15689,SW,,GISNORFOLK,2016/11/02,4,STPIPE069272,OF075702,172.15090637900
18850,F15706,0.25000000000,1,F15705,0.13000000000,1,F15706-F15705,CR,12.00000000000,0.00000000000,12'',40.00000000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map,1,31,2014292,F15706,F15705,29,32,,2016/01/29,4750,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15705,F15706,SW,,GISNORFOLK,2016/11/02,4,STPIPE069273,OF075702,104.46906151400
18851,F15710,2.50000000000,1,F15703,1.87000000000,1,F15710-F15703,CR,15.00000000000,0.00000000000,15'',210.00000000000,CONC,U,,1,31,2014293,F15710,F15703,32,32,,2016/01/29,4750,CON,,,0,0,0,,MOSWALD,DM,08,1955,0,F15703,F15710,SW,,GISNORFOLK,2016/11/02,4,STPIPE069274,OF075702,209.80696707400
