OBJECTID,Upstream_S,Upstream_I,Upstream_A,Downstream,Downstre_1,Downstre_2,Pipe_ID,Pipe_Geome,Horizontal,Vertical_D,Pipe_Size,Pipe_Lengt,Pipe_Mater,Condition,Comments,Enabled,COMPTYPE,COMPKEY,UNITID,UNITID2,MAINCOMP1,MAINCOMP2,PARLINENO,Date_VERIF,Dbasin,Owner,Picture_ID,Picture__1,Percent_Bl,Pipe_Quant,Pipe_Squas,SurveyDate,Verified_B,Source,Major_Wate,Year_Insta,PIPE_LININ,Downstre_3,Upstream_1,created_us,created_da,last_edite,last_edi_1,Verified_L,DOCID,OUTFALL,Shape_Leng
2,,1.24000000000,1,,1.14000000000,1,,CR,30.00000000000,0.00000000000,30'',89.00000000000,RCP,G,,1,31,2014435,,,0,0,,,4844,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/13,4,STPIPE0230,OF0105805,90.57932579050
3,,1.14000000000,1,,-0.11000000000,1,,CR,30.00000000000,0.00000000000,30'',45.00000000000,RCP,G,,1,31,2014436,,,0,0,,,4844,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/13,4,STPIPE0231,OF0105805,43.88817075910
4,,-0.42000000000,1,,-0.44000000000,0,,CR,54.00000000000,0.00000000000,54'',57.00000000000,RCP,U,,1,31,2014437,,,0,0,,,4844,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/13,4,STPIPE0232,OF0105805,52.44063333630
5,E151688.04,-0.70000000000,0,E151688.02,-1.71000000000,1,E151688.04-E151688.02,CR,54.00000000000,0.00000000000,54'',4.00000000000,RCP,U,,1,31,2014439,E151688.04,E151688.02,32,32,,,4844,CON,,,0,0,0,,SW,DM,08,999,0,E151688.02,E151688.04,SW,,GISNORFOLK,2016/10/13,3,STPIPE0234,OF0105805,169.37658215000
6,E151643,-0.50000000000,0,E151643.01,-0.60000000000,1,E151643-E151643.01,CR,15.00000000000,0.00000000000,15'',52.00000000000,RCP,G,,1,31,2014447,E151643,E151643.01,29,32,,,4832,CON,,,0,0,0,,SW,DM,08,999,0,E151643.01,E151643,SW,,GISNORFOLK,2016/10/07,3,STPIPE0242,OF0105805,9.94152105983
12,,4.28000000000,0,,2.84000000000,0,,CR,15.00000000000,0.00000000000,15'',313.00000000000,RCP,F,HRT LIGHT RAIL,1,31,2014501,,,0,0,,2016/09/20,4585,CON,,,0,2,0,,SW,ASBLT,08,2008,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0307,OF0105805,281.22440403500
48,E151639.01,-4.59000000000,0,E152020.02,0.00000000000,0,E151639.01-E152020.02,CR,60.00000000000,0.00000000000,60'',34.00000000000,RCP,U,,1,31,2014642,E151639.01,E152020.02,30,32,,,5044,CON,,,0,0,0,,SW,DM,08,1965,0,E152020.02,E151639.01,SW,,GISNORFOLK,2016/10/07,4,STPIPE0466,OF0105805,31.49114758770
49,E151580,-0.96000000000,0,E151982,-3.00000000000,1,E151580-E151982,CR,15.00000000000,0.00000000000,15'',25.00000000000,RCP,U,,1,31,2014644,E151580,E151982,29,30,,,5298,CON,,,0,0,0,,SW,DM,08,1965,0,E151982,E151580,SW,,GISNORFOLK,2016/10/18,4,STPIPE0468,OF0105805,19.12095364100
50,E151564,3.86000000000,0,E151562,0.00000000000,0,E151564-E151562,CR,15.00000000000,0.00000000000,15'',32.00000000000,CI,U,,1,31,2014645,E151564,E151562,29,32,,,5332,CON,,,0,0,0,,SW,DM,08,1965,0,E151562,E151564,SW,,GISNORFOLK,2016/10/19,2,STPIPE0469,OF0105805,9.20875947819
51,,0.00000000000,0,,-3.99000000000,0,,CR,36.00000000000,0.00000000000,36'',10.00000000000,RCP,U,,1,31,2014646,,,0,0,,,5380,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/19,4,STPIPE0470,OF0105805,9.30385987764
52,E151485,-3.80000000000,1,E151483.01,-4.06000000000,1,E151485-E151483.01,CR,36.00000000000,0.00000000000,36'',17.00000000000,RCP,U,,1,31,2014647,E151485,E151483.01,32,30,,,5380,CON,,,0,0,0,,SW,DM,08,1965,0,E151483.01,E151485,SW,,GISNORFOLK,2016/10/18,4,STPIPE0471,OF0105805,19.31112238290
53,E151579,-0.90000000000,1,E151578,-4.60000000000,1,E151579-E151578,CR,15.00000000000,0.00000000000,15'',34.00000000000,RCP,U,,1,31,2014649,E151579,E151578,29,32,,,5332,CON,,,0,0,0,,SW,DM,08,1965,0,E151578,E151579,SW,,GISNORFOLK,2016/10/18,4,STPIPE0473,OF0105805,7.56275266672
54,,0.00000000000,0,,0.00000000000,0,,CR,36.00000000000,0.00000000000,36'',233.00000000000,RCP,G,,1,31,2014650,,,0,0,,,5388,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/18,4,STPIPE0474,OF0105805,212.39598710700
55,,-6.28000000000,1,,-6.30000000000,1,,BX,72.00000000000,0.00000000000,72'',24.00000000000,RCP,G,,1,31,2014651,,,0,0,,,5403,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/18,4,STPIPE0475,OF0105805,25.25354199850
56,E157022,-1.16000000000,1,E157021,-1.75000000000,1,E157022-E157021,CR,15.00000000000,0.00000000000,15'',49.00000000000,RCP,U,,1,31,2014652,E157022,E157021,29,29,,,5290,CON,,,0,0,0,,SW,DM,08,1965,0,E157021,E157022,SW,,GISNORFOLK,2016/10/13,4,STPIPE0476,OF0105805,47.49528401150
57,E151688.03,4.32000000000,1,E151688.04,2.18000000000,1,E151688.03-E151688.04,CR,15.00000000000,0.00000000000,15'',31.00000000000,RCP,U,,1,31,2014655,E151688.03,E151688.04,29,32,,,4844,CON,,,0,0,0,,SW,DM,08,999,0,E151688.04,E151688.03,SW,,GISNORFOLK,2016/10/13,3,STPIPE0480,OF0105805,31.57948410170
64,,-6.24000000000,1,,-6.28000000000,1,,BX,72.00000000000,0.00000000000,72'',72.00000000000,RCP,G,,1,31,2014674,,,0,0,,,5403,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/18,4,STPIPE0499,OF0105805,76.46662789620
65,E157021,-1.87000000000,1,E151587,-3.30000000000,1,E157021-E151587,CR,15.00000000000,0.00000000000,15'',34.00000000000,RCP,U,,1,31,2014676,E157021,E151587,29,30,,,5290,CON,,,0,0,0,,SW,DM,08,999,0,E151587,E157021,SW,,GISNORFOLK,2016/10/13,3,STPIPE0501,OF0105805,23.51607317450
66,,-5.95000000000,1,,0.00000000000,1,,BX,72.00000000000,0.00000000000,72'',49.00000000000,RCP,G,,1,31,2014677,,,0,0,,,5403,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/18,4,STPIPE0502,OF0105805,80.44688145300
67,,3.84000000000,1,,3.81000000000,1,,CR,15.00000000000,0.00000000000,15'',17.00000000000,RCP,U,,1,31,2014678,,,0,0,,,5494,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0503,OF0105805,16.14598808330
68,,3.78000000000,0,,2.78000000000,0,,CR,15.00000000000,0.00000000000,15'',75.00000000000,RCP,G,,1,31,2014679,,,0,0,,,5494,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0504,OF0105805,60.02437073290
69,,2.82000000000,1,,2.06000000000,1,,CR,15.00000000000,0.00000000000,15'',67.00000000000,RCP,U,,1,31,2014680,,,0,0,,,5494,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0505,OF0105805,67.71828677190
70,,2.33000000000,1,,2.33000000000,1,,CR,12.00000000000,0.00000000000,12'',13.00000000000,RCP,U,,1,31,2014681,,,0,0,,,5494,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0506,OF0105805,3.30817376279
71,,1.97000000000,0,,1.40000000000,1,,CR,15.00000000000,0.00000000000,15'',65.00000000000,CLAY,G,,1,31,2014682,,,0,0,,,5494,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0507,OF0105805,19.84376584870
72,,2.75000000000,1,,2.00000000000,1,,CR,12.00000000000,0.00000000000,12'',53.00000000000,RCP,U,,1,31,2014683,,,0,0,,,5467,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/10,4,STPIPE0508,OF0105805,20.33359592770
73,,0.00000000000,0,,0.00000000000,0,,CR,15.00000000000,0.00000000000,15'',260.00000000000,RCP,G,,1,31,2014685,,,0,0,,,5402,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/13,4,STPIPE0510,OF0105805,73.01798224600
92,,0.00000000000,0,,0.00000000000,0,,CR,12.00000000000,0.00000000000,12'',14.00000000000,CI,U,,1,31,2014720,,,0,0,,,5380,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/18,4,STPIPE0598,OF0105805,12.68902629670
94,,0.00000000000,1,,0.00000000000,0,,CR,36.00000000000,0.00000000000,36'',5.00000000000,RCP,G,,1,31,2014722,,,0,0,,,5380,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/19,4,STPIPE0600,OF0105805,82.47124745900
95,E151640.01,0.00000000000,1,E151639,-4.71000000000,1,E151640.01-E151639,CR,60.00000000000,0.00000000000,60'',20.00000000000,RCP,U,,1,31,2014723,E151640.01,E151639,32,30,,,5039,CON,,,0,0,0,,SW,DM,08,1965,0,E151639,E151640.01,SW,,GISNORFOLK,2016/10/07,4,STPIPE0601,OF0105805,25.99778316030
98,E151562,0.00000000000,0,E152110,0.00000000000,0,E151562-E152110,BX,72.00000000000,0.00000000000,72'',138.00000000000,RCP,G,,1,31,2014726,E151562,E152110,32,32,,,5403,CON,,,0,0,0,,SW,DM,08,999,0,E152110,E151562,SW,,GISNORFOLK,2016/10/19,3,STPIPE0604,OF0105805,141.02735300200
99,,-4.43000000000,0,,0.00000000000,0,,CR,36.00000000000,0.00000000000,36'',38.00000000000,RCP,G,,1,31,2014728,,,0,0,,,5380,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/19,4,STPIPE0606,OF0105805,38.25934486620
100,E151578,0.00000000000,0,E151562,0.00000000000,0,E151578-E151562,BX,72.00000000000,0.00000000000,72'',70.00000000000,RCP,G,,1,31,2014729,E151578,E151562,32,32,,,5403,CON,,,0,0,0,,SW,DM,08,999,0,E151562,E151578,SW,,GISNORFOLK,2016/10/19,3,STPIPE0607,OF0105805,75.39067830670
101,,-3.98000000000,1,,-3.98000000000,1,,CR,28.00000000000,0.00000000000,28'',12.00000000000,RCP,G,,1,31,2014730,,,0,0,,,5380,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/19,4,STPIPE0608,OF0105805,11.47838077520
102,,-1.60000000000,0,,-2.28000000000,0,,EL,20.00000000000,38.00000000000,20''X38'',18.00000000000,CMP,G,,1,31,2014731,,,0,0,,,5380,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/18,4,STPIPE0609,OF0105805,16.32854391010
103,E151983.01,0.00000000000,0,E151982,-0.49000000000,0,E151983.01-E151982,CR,60.00000000000,0.00000000000,60'',116.00000000000,RCP,G,,1,31,2014732,E151983.01,E151982,32,30,,,5298,CON,,,0,0,0,,SW,DM,08,1965,0,E151982.01,E151983,SW,,GISNORFOLK,2016/10/18,2,STPIPE0610,OF0105805,119.08228478100
104,E151984.01,0.00000000000,0,E151983.01,0.00000000000,0,E151984.01-E151983.01,CR,60.00000000000,0.00000000000,60'',49.00000000000,RCP,G,,1,31,2014733,E151984.01,E151983.01,30,32,,,5298,CON,,,0,0,0,,SW,DM,08,1965,0,E151983.01,E151984.01,SW,,GISNORFOLK,2016/10/07,2,STPIPE0611,OF0105805,49.26538910980
105,E152003,-5.30000000000,0,E152000.01,0.00000000000,0,E152003-E152000.01,CR,60.00000000000,0.00000000000,60'',44.00000000000,RCP,U,,1,31,2014736,E152003,E152000.01,30,32,,,5044,CON,,,0,0,0,,SW,DM,08,1965,0,E152000.01,E152003,SW,,GISNORFOLK,2016/10/07,4,STPIPE0614,OF0105805,39.29130231220
106,E152007,3.10000000000,1,E152006,2.99000000000,0,E152007-E152006,CR,15.00000000000,0.00000000000,15'',18.00000000000,RCP,F,,1,31,2014737,E152007,E152006,29,29,,,5205,CON,,,0,0,0,,SW,DM,08,1965,0,E152006,E152007,SW,,GISNORFOLK,2016/10/07,4,STPIPE0615,OF0105805,18.53145930700
107,E155009,3.10000000000,1,E152007,2.80000000000,1,E155009-E152007,CR,15.00000000000,0.00000000000,15'',23.00000000000,RCP,U,,1,31,2014738,E155009,E152007,32,29,,,5208,CON,,,0,0,0,,SW,DM,08,1965,0,E152007,E155009,SW,,GISNORFOLK,2016/10/07,4,STPIPE0616,OF0105805,23.83810338990
108,E155008,3.40000000000,1,E155009,3.10000000000,1,E155008-E155009,CR,15.00000000000,0.00000000000,15'',29.00000000000,RCP,U,,1,31,2014739,E155008,E155009,32,32,,,5207,CON,,,0,0,0,,SW,DM,08,1965,0,E155009,E155008,SW,,GISNORFOLK,2016/10/07,4,STPIPE0617,OF0105805,29.33078656830
109,E155007,3.69000000000,0,E155008,3.40000000000,1,E155007-E155008,CR,15.00000000000,0.00000000000,15'',29.00000000000,RCP,G,,1,31,2014740,E155007,E155008,30,32,,,5202,CON,,,0,0,0,,SW,DM,08,1965,0,E155008,E155007,SW,,GISNORFOLK,2016/10/07,4,STPIPE0618,OF0105805,28.88742117900
110,E152011,4.21000000000,1,E155007,3.60000000000,1,E152011-E155007,CR,12.00000000000,0.00000000000,12'',5.00000000000,CLAY,G,,1,31,2014741,E152011,E155007,32,30,,,5202,CON,,,0,0,0,,SW,DM,08,1965,0,E155007,E152011,SW,,GISNORFOLK,2016/10/07,4,STPIPE0619,OF0105805,3.14526742341
141,E151785,4.42000000000,0,E151793,4.30000000000,0,E151785-E151793,CR,18.00000000000,0.00000000000,18'',24.00000000000,RCP,F,HRT LIGHT RAIL,1,31,2014783,E151785,E151793,29,29,,2016/09/20,4585,CON,,,0,1,0,,SW,ASBLT,08,2008,0,E151785,E151793,SW,,GISNORFOLK,2016/10/07,5,STPIPE0661,OF0105805,36.26553732180
142,E151786,4.61000000000,1,E151785,4.42000000000,0,E151786-E151785,CR,15.00000000000,0.00000000000,15'',25.00000000000,RCP,G,HRT LIGHT RAIL,1,31,2014784,E151786,E151785,29,29,,2016/09/20,4572,CON,,,0,1,0,,SW,ASBLT,08,2008,0,E151785,E151786,SW,,GISNORFOLK,2016/10/07,5,STPIPE0662,OF0105805,26.97325771010
143,,1.02000000000,0,,-3.36000000000,1,,CR,24.00000000000,0.00000000000,24'',210.00000000000,CMP,G,,1,31,2014785,,,0,0,,,5380,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/19,4,STPIPE0663,OF0105805,232.65418288700
144,,2.65000000000,0,,1.40000000000,0,,EL,14.00000000000,20.00000000000,14''X20'',49.00000000000,CMP,G,,1,31,2014786,,,0,0,,,5428,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/18,4,STPIPE0664,OF0105805,47.56483269090
146,,3.19000000000,0,,0.00000000000,0,,CR,8.00000000000,0.00000000000,8'',25.00000000000,CLAY,G,,1,31,2014790,,,0,0,,,5044,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0668,OF0105805,31.71442906050
147,E151639,-4.71000000000,0,E151639.01,-4.59000000000,0,E151639-E151639.01,CR,60.00000000000,0.00000000000,60'',29.00000000000,RCP,G,,1,31,2014794,E151639,E151639.01,30,30,,,5037,CON,,,0,0,0,,SW,DM,08,999,0,E151639.01,E151639,SW,,GISNORFOLK,2016/10/07,3,STPIPE0672,OF0105805,29.30962930700
148,E151640,-1.09000000000,0,E151640.01,0.00000000000,1,E151640-E151640.01,CR,15.00000000000,0.00000000000,15'',16.00000000000,RCP,G,,1,31,2014795,E151640,E151640.01,30,32,,,4832,CON,,,0,0,0,,SW,DM,08,999,0,E151640.01,E151640,SW,,GISNORFOLK,2016/10/07,4,STPIPE0673,OF0105805,14.67980069440
149,E152023,1.13000000000,0,E151640,0.57000000000,0,E152023-E151640,CR,15.00000000000,0.00000000000,15'',28.00000000000,RCP,G,,1,31,2014796,E152023,E151640,30,30,,,5039,CON,,,0,0,0,,SW,DM,08,999,0,E151640,E152023,SW,,GISNORFOLK,2016/10/07,3,STPIPE0674,OF0105805,27.69501126280
150,E152023.01,1.98000000000,1,E152023,1.14000000000,1,E152023.01-E152023,CR,15.00000000000,0.00000000000,15'',14.00000000000,RCP,G,,1,31,2014797,E152023.01,E152023,29,30,,,5037,CON,,,0,0,0,,SW,DM,08,999,0,E152023,E152023.01,SW,,GISNORFOLK,2016/10/07,3,STPIPE0675,OF0105805,13.14857031590
151,E152024,3.02000000000,1,E152023.01,2.05000000000,1,E152024-E152023.01,CR,15.00000000000,0.00000000000,15'',35.00000000000,RCP,G,,1,31,2014799,E152024,E152023.01,29,29,,,5017,CON,,,0,0,0,,SW,DM,08,999,0,E152023.01,E152024,SW,,GISNORFOLK,2016/10/07,3,STPIPE0677,OF0105805,35.16342073980
190,,4.83000000000,1,,4.60000000000,1,,CR,15.00000000000,0.00000000000,15'',34.00000000000,RCP,U,,1,31,2014843,,,0,0,,,5127,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0721,OF0105805,33.62123548300
191,,4.60000000000,1,,4.37000000000,0,,CR,15.00000000000,0.00000000000,15'',28.00000000000,RCP,G,,1,31,2014844,,,0,0,,,5137,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0722,OF0105805,28.09505051980
192,E152131,4.31000000000,0,E152125,3.94000000000,0,E152131-E152125,CR,15.00000000000,0.00000000000,15'',19.00000000000,RCP,G,,1,31,2014845,E152131,E152125,29,29,,,5137,CON,,,0,0,0,,SW,DM,08,1965,0,E152125,E152131,SW,,GISNORFOLK,2016/10/07,4,STPIPE0723,OF0105805,18.70007370650
193,E152132,4.47000000000,1,E152131,4.32000000000,0,E152132-E152131,CR,15.00000000000,0.00000000000,15'',31.00000000000,RCP,F,,1,31,2014846,E152132,E152131,32,29,,,5137,CON,,,0,0,0,,SW,DM,08,1965,0,E152131,E152132,SW,,GISNORFOLK,2016/10/07,4,STPIPE0724,OF0105805,30.63035171070
194,E152133,4.63000000000,0,E152132,4.47000000000,1,E152133-E152132,CR,15.00000000000,0.00000000000,15'',30.00000000000,RCP,F,,1,31,2014847,E152133,E152132,29,32,,,5153,CON,,,0,0,0,,SW,DM,08,1965,0,E152132,E152133,SW,,GISNORFOLK,2016/10/07,4,STPIPE0725,OF0105805,29.58166115980
195,,4.70000000000,1,,4.87000000000,0,,CR,12.00000000000,0.00000000000,12'',4.00000000000,CLAY,P,,1,31,2014848,,,0,0,,,5176,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0726,OF0105805,4.38343272282
196,,4.52000000000,1,,4.54000000000,0,,CR,15.00000000000,0.00000000000,15'',26.00000000000,RCP,P,,1,31,2014849,,,0,0,,,5176,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0727,OF0105805,26.06543402760
197,,4.30000000000,1,,4.25000000000,0,,CR,12.00000000000,0.00000000000,12'',3.00000000000,CLAY,P,,1,31,2014850,,,0,0,,,5168,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0728,OF0105805,2.97690126293
198,,4.14000000000,1,,3.94000000000,0,,CR,15.00000000000,0.00000000000,15'',32.00000000000,RCP,G,,1,31,2014851,,,0,0,,,5159,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0729,OF0105805,31.66607702480
199,,3.91000000000,0,,3.70000000000,1,,CR,15.00000000000,0.00000000000,15'',29.00000000000,RCP,G,,1,31,2014852,,,0,0,,,5158,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0730,OF0105805,29.18346413930
200,,3.70000000000,1,,3.48000000000,1,,CR,15.00000000000,0.00000000000,15'',29.00000000000,RCP,U,,1,31,2014853,,,0,0,,,5192,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0731,OF0105805,29.44610283760
201,,3.48000000000,1,,3.26000000000,1,,CR,15.00000000000,0.00000000000,15'',29.00000000000,RCP,U,,1,31,2014854,,,0,0,,,5206,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0732,OF0105805,29.21082758910
211,E151763,4.28000000000,0,E151729,2.84000000000,0,E151763-E151729,CR,12.00000000000,0.00000000000,12'',313.00000000000,CLAY,U,2 Parrallel Pipes,1,31,2014874,E151763,E151729,72,30,,,4718,CON,,,0,0,0,,SW,DM,08,1965,0,E151729,E151763,SW,,GISNORFOLK,2016/10/07,4,STPIPE0753,OF0105805,16.27847001090
212,E151764,4.28000000000,0,E151763,2.84000000000,0,E151764-E151763,CR,12.00000000000,0.00000000000,12'',313.00000000000,CLAY,U,2 Parrallel Pipes,1,31,2014875,E151764,E151763,72,72,,,4718,CON,,,0,0,0,,SW,DM,08,1965,0,E151763,E151764,SW,,GISNORFOLK,2016/10/07,4,STPIPE0754,OF0105805,13.78652245710
219,,-0.74000000000,0,,-2.87000000000,0,,CR,24.00000000000,0.00000000000,24'',22.00000000000,RCP,G,,1,31,2014903,,,0,0,,,5408,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/17,4,STPIPE0783,OF0105805,20.99083814590
220,,-2.74000000000,1,,-2.82000000000,1,,CR,36.00000000000,0.00000000000,36'',62.00000000000,RCP,U,,1,31,2014904,,,0,0,,,5409,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/17,4,STPIPE0784,OF0105805,51.03931195390
221,E151505,0.25000000000,0,E151506,-0.86000000000,0,E151505-E151506,CR,12.00000000000,0.00000000000,12'',22.00000000000,CMCP,G,ABANDONED IN PLACE,0,31,2014913,E151505,E151506,30,29,,,5403,CON,,,0,0,0,,SW,DM,08,1965,0,E151505,E151506,SW,,GISNORFOLK,2016/09/21,4,STPIPE0793,,19.14004704500
242,,0.00000000000,0,,0.00000000000,0,,CR,15.00000000000,0.00000000000,15'',50.00000000000,RCP,U,,1,31,2014922,,,0,0,,,5138,CON,,,0,0,0,,SW,ASBLT,08,1965,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0824,OF0105805,49.85253140290
243,E152090,3.70000000000,1,E152150,3.60000000000,1,E152090-E152150,CR,15.00000000000,0.00000000000,15'',27.00000000000,RCP,U,,1,31,2014923,E152090,E152150,29,30,,,5121,CON,,,0,0,0,,SW,DM,08,1965,0,E152150,E152090,SW,,GISNORFOLK,2016/10/07,4,STPIPE0825,OF0105805,26.67545986680
244,E151738,4.05000000000,0,E151730,4.32000000000,0,E151738-E151730,CR,15.00000000000,0.00000000000,15'',30.00000000000,RCP,F,HRT LIGHT RAIL,1,31,2014925,E151738,E151730,30,30,,2016/09/20,4585,CON,,,0,2,0,,SW,ASBLT,08,2008,0,E151738,E151730,SW,,GISNORFOLK,2016/10/07,5,STPIPE0827,OF0105805,32.38401827970
245,E151641.01,-4.60000000000,1,E151640.01,0.00000000000,1,E151641.01-E151640.01,CR,60.00000000000,0.00000000000,60'',106.00000000000,RCP,G,,1,31,2014926,E151641.01,E151640.01,32,32,,,4832,CON,,,0,0,0,,SW,DM,08,1965,0,E151640.01,E151641.01,SW,,GISNORFOLK,2016/10/07,4,STPIPE0828,OF0105805,98.14593617400
246,E151649.05,-4.73000000000,1,E151643.01,-4.51000000000,0,E151649.05-E151643.01,CR,60.00000000000,0.00000000000,60'',53.00000000000,RCP,G,,1,31,2014927,E151649.05,E151643.01,30,32,,,4832,CON,,,0,0,0,,SW,DM,08,999,0,E151643.01,E151649.04,SW,,GISNORFOLK,2016/10/07,3,STPIPE0829,OF0105805,53.69168386780
247,E151983,-2.73000000000,0,E151983.01,-2.80000000000,0,E151983-E151983.01,CR,15.00000000000,0.00000000000,15'',20.00000000000,RCP,U,,1,31,2014928,E151983,E151983.01,29,32,,,5298,CON,,,0,0,0,,SW,DM,08,999,0,E151983.01,E151983,SW,,GISNORFOLK,2016/10/07,3,STPIPE0830,OF0105805,20.23899583720
248,E151984,0.39000000000,0,E151984.01,0.00000000000,0,E151984-E151984.01,CR,10.00000000000,0.00000000000,10'',16.00000000000,RCP,U,,1,31,2014929,E151984,E151984.01,29,30,,,5221,CON,,,0,0,0,,SW,ASBLT,08,999,0,E151984.01,E151984,SW,,GISNORFOLK,2016/10/07,4,STPIPE0831,OF0105805,15.82962872690
249,E151985,-4.03000000000,0,E151985.01,-4.20000000000,0,E151985-E151985.01,CR,15.00000000000,0.00000000000,15'',15.00000000000,RCP,U,,1,31,2014930,E151985,E151985.01,29,32,,,5221,CON,,,0,0,0,,SW,DM,08,999,0,E151985.01,E151985,SW,,GISNORFOLK,2016/10/07,3,STPIPE0832,OF0105805,17.66190355030
250,E152000,-2.96000000000,0,E152000.01,0.00000000000,0,E152000-E152000.01,CR,15.00000000000,0.00000000000,15'',14.00000000000,RCP,U,,1,31,2014931,E152000,E152000.01,29,32,,,5221,CON,,,0,0,0,,SW,DM,08,999,0,E152000.01,E152000,SW,,GISNORFOLK,2016/10/07,3,STPIPE0833,OF0105805,15.83282969440
251,E151643.01,-4.51000000000,1,E151641.01,-4.60000000000,1,E151643.01-E151641.01,CR,60.00000000000,0.00000000000,60'',82.00000000000,RCP,U,,1,31,2014933,E151643.01,E151641.01,32,32,,,4832,CON,,,0,0,0,,SW,DM,08,1965,0,E151641.01,E151643.01,SW,,GISNORFOLK,2016/10/07,2,STPIPE0835,OF0105805,85.07128810970
252,,3.68000000000,1,,3.48000000000,1,,CR,15.00000000000,0.00000000000,15'',29.00000000000,RCP,U,,1,31,2014934,,,0,0,,,4834,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0836,OF0105805,29.30080953820
253,,3.48000000000,1,,3.28000000000,1,,CR,15.00000000000,0.00000000000,15'',29.00000000000,RCP,U,,1,31,2014935,,,0,0,,,4824,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/07,4,STPIPE0837,OF0105805,29.23934136580
254,,3.28000000000,1,,3.06000000000,0,,CR,15.00000000000,0.00000000000,15'',35.00000000000,RCP,G,,1,31,2014936,,,0,0,,,4803,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/12,4,STPIPE0838,OF0105805,37.06030399460
255,,3.00000000000,1,,2.00000000000,1,,CR,15.00000000000,0.00000000000,15'',22.00000000000,RCP,U,,1,31,2014937,,,0,0,,,4804,CON,,,0,0,0,,SW,ASBLT,08,999,0,,,SW,,GISNORFOLK,2016/10/12,4,STPIPE0839,OF0105805,21.16719470660
