field_1,file_name,city,subtype,uuid,reportRati,Confidence,Reliabilit,Location (,Location_1,pubmilis,roadTypeNu,Road Type,datetime,file_dt
3815,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.07.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:07:01
3828,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.55.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,3,10,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:55:01
3840,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.11.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:11:01
3851,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.38.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:38:01
3852,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.38.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:38:01
3853,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.38.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:38:01
3868,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.37.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,2,9,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:37:01
3877,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.08.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,5,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:08:01
3890,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.00.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:00:01
3934,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.58.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:58:01
3940,/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.53.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 10:53:01
3964,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.04.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:04:01
3974,/home/jeff/Documents/research/waze_proj/data/13.11.2017.08.59.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 08:59:01
3989,/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.54.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 10:54:01
4030,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.16.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:16:01
4031,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.16.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:16:01
4032,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.16.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:16:01
4080,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.28.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,1,8,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:28:01
4105,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.49.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:49:01
4134,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.15.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,6,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:15:01
4181,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.25.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,0,6,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:25:01
4221,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.31.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:31:01
4222,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.31.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:31:01
4223,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.31.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:31:01
4236,/home/jeff/Documents/research/waze_proj/data/08.11.2017.12.57.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 12:57:01
4266,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.57.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:57:01
4352,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.59.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:59:01
4369,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.28.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,0,6,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:28:01
4425,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.49.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:49:01
4432,/home/jeff/Documents/research/waze_proj/data/13.10.2017.19.00.02.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 19:00:02
4481,/home/jeff/Documents/research/waze_proj/data/08.11.2017.12.51.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 12:51:01
4512,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.23.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,6,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:23:01
4513,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.23.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,6,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:23:01
4514,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.23.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:23:01
4523,/home/jeff/Documents/research/waze_proj/data/13.11.2017.08.53.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 08:53:01
4548,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.45.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:45:01
4556,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.13.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,6,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:13:01
4571,/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.51.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 10:51:01
4578,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.43.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,2,9,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:43:01
4594,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.01.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:01:01
4627,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.14.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:14:01
4632,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.00.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:00:01
4722,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.31.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,1,8,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:31:01
4779,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.11.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:11:01
4787,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.29.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:29:01
4788,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.29.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,7,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:29:01
4789,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.29.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:29:01
4825,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.14.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:14:01
4826,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.14.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,0,5,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:14:01
4858,/home/jeff/Documents/research/waze_proj/data/12.08.2017.10.55.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 10:55:01
4889,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.33.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:33:01
4890,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.33.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:33:01
4891,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.33.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:33:01
4917,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.11.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:11:01
4961,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.19.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,0,6,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:19:01
4982,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.05.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:05:01
4999,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.37.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:37:01
5003,/home/jeff/Documents/research/waze_proj/data/08.11.2017.12.58.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 12:58:01
5021,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.54.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:54:01
5042,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.49.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:49:01
5051,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.08.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:08:01
5103,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.43.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:43:01
5145,/home/jeff/Documents/research/waze_proj/data/08.11.2017.13.10.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6a818854-dde9-301d-80d8-86c33d6f4a6b,3,0,5,-76.277963000000000,36.846365000000006,1510163387541,6.000000000000000,Primary,2017-11-08 17:49:47.541,2017-11-08 13:10:01
5154,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.45.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,3,10,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:45:01
5356,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.04.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:04:01
5403,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.10.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,6,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:10:01
5416,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.32.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,1,8,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:32:01
5423,/home/jeff/Documents/research/waze_proj/data/12.08.2017.11.13.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,dad6d256-a898-3922-be3b-a6a237497a2c,2,0,5,-76.273868999999991,36.854424000000002,1502549364179,6.000000000000000,Primary,2017-08-12 14:49:24.179,2017-08-12 11:13:01
5449,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.04.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,0,5,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:04:01
5470,/home/jeff/Documents/research/waze_proj/data/13.10.2017.16.29.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,bc79e9eb-ca57-3ab6-9231-4e73cf18769c,4,1,8,-76.277288999999996,36.847955999999996,1507925144470,6.000000000000000,Primary,2017-10-13 20:05:44.470,2017-10-13 16:29:01
5483,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.45.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:45:01
5493,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.54.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,3,10,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:54:01
5501,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.35.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,2,9,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:35:01
5570,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.51.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:51:01
5577,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.33.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:33:01
5588,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.52.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,3,10,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:52:01
5597,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.45.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:45:01
5598,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.45.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:45:01
5617,/home/jeff/Documents/research/waze_proj/data/08.11.2017.11.34.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,163749e4-5648-3d20-9c9a-f534ca1285bd,1,0,5,-76.282252999999997,36.850127000000001,1510158590026,2.000000000000000,Primary Street,2017-11-08 16:29:50.026,2017-11-08 11:34:01
5620,/home/jeff/Documents/research/waze_proj/data/13.11.2017.09.01.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,8bea3dee-bc3a-3c8f-a5e7-48bc550f1684,3,0,5,-76.277890999999997,36.845496999999995,1510581067374,6.000000000000000,Primary,2017-11-13 13:51:07.374,2017-11-13 09:01:01
5623,/home/jeff/Documents/research/waze_proj/data/13.10.2017.18.40.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,cf9962ff-ff7f-350f-8f76-c26af02445bf,1,0,5,-76.278222999999997,36.845962000000000,1507934001037,7.000000000000000,Secondary,2017-10-13 22:33:21.037,2017-10-13 18:40:01
5637,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,6592c92c-b867-3d8d-aa91-8b7203a86355,0,1,7,-76.277109999999993,36.847964000000005,1507928255883,6.000000000000000,Primary,2017-10-13 20:57:35.883,2017-10-13 17:39:01
5638,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c8831f04-d00a-3f52-9ead-e68fd0b736f3,3,1,8,-76.277268999999990,36.848008000000000,1507929211938,6.000000000000000,Primary,2017-10-13 21:13:31.938,2017-10-13 17:39:01
5639,/home/jeff/Documents/research/waze_proj/data/13.10.2017.17.39.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,f6513c51-1db2-3b34-be3e-ab0ee3b0f559,3,0,5,-76.277850000000001,36.846307000000003,1507929277160,6.000000000000000,Primary,2017-10-13 21:14:37.160,2017-10-13 17:39:01
5732,/home/jeff/Documents/research/waze_proj/data/09.11.2017.13.42.01.json,"Norfolk, VA",HAZARD_WEATHER_FLOOD,c520b127-da2a-3b89-8fde-02922a997f55,1,2,9,-76.276969999999992,36.848784000000002,1510251745296,6.000000000000000,Primary,2017-11-09 18:22:25.296,2017-11-09 13:42:01
