Date Time, Water Level, Sigma, O, F, R, L, Quality ,,,,
1/2/2013 10:18,0.134,0.006,0,0,0,0,v,,,,
1/2/2013 10:24,0.178,0.006,0,0,0,0,v,,,,
1/2/2013 10:30,0.224,0.007,0,0,0,0,v,,,,
1/2/2013 10:36,0.273,0.008,0,0,0,0,v,,,,
1/2/2013 10:42,0.32,0.006,0,0,0,0,v,,,,
1/2/2013 10:48,0.352,0.004,0,0,0,0,v,,,,
1/2/2013 10:54,0.375,0.003,0,0,0,0,v,,,,
1/2/2013 11:00,0.399,0.004,0,0,0,0,v,,,,
1/2/2013 11:06,0.431,0.005,0,0,0,0,v,,,,
1/2/2013 11:12,0.467,0.005,0,0,0,0,v,,,,
1/2/2013 11:18,0.502,0.005,0,0,0,0,v,,,,
1/2/2013 11:24,0.536,0.005,0,0,0,0,v,,,,
1/2/2013 11:30,0.562,0.003,0,0,0,0,v,,,,
1/2/2013 11:36,0.57,0,0,0,0,0,v,,,,
1/2/2013 11:42,0.567,0.001,0,0,0,0,v,,,,
1/2/2013 11:48,0.564,0.001,0,0,0,0,v,,,,
1/2/2013 11:54,0.574,0.003,0,0,0,0,v,,,,
1/2/2013 12:00,0.598,0.004,0,0,0,0,v,,,,
1/2/2013 12:06,0.626,0.004,0,0,0,0,v,,,,
1/2/2013 12:12,0.648,0.003,0,0,0,0,v,,,,
1/2/2013 12:18,0.661,0.001,0,0,0,0,v,,,,
1/2/2013 12:24,0.669,0.001,0,0,0,0,v,,,,
1/2/2013 12:30,0.68,0.003,0,0,0,0,v,,,,
1/2/2013 12:36,0.699,0.003,0,0,0,0,v,,,,
1/2/2013 12:42,0.719,0.003,0,0,0,0,v,,,,
1/2/2013 12:48,0.741,0.004,0,0,0,0,v,,,,
1/2/2013 12:54,0.77,0.004,0,0,0,0,v,,,,
1/2/2013 13:00,0.798,0.004,0,0,0,0,v,,,,
1/2/2013 13:06,0.817,0.001,0,0,0,0,v,,,,
1/2/2013 13:12,0.822,0,0,0,0,0,v,,,,
1/2/2013 13:18,0.827,0.001,0,0,0,0,v,,,,
1/2/2013 13:24,0.841,0.003,0,0,0,0,v,,,,
1/2/2013 13:30,0.861,0.003,0,0,0,0,v,,,,
1/2/2013 13:36,0.878,0.002,0,0,0,0,v,,,,
1/2/2013 13:42,0.899,0.004,0,0,0,0,v,,,,
1/2/2013 13:48,0.927,0.004,0,0,0,0,v,,,,
1/2/2013 13:54,0.95,0.003,0,0,0,0,v,,,,
1/2/2013 14:00,0.957,0,0,0,0,0,v,,,,
1/2/2013 14:06,0.958,0.001,0,0,0,0,v,,,,
1/2/2013 14:12,0.97,0.003,0,0,0,0,v,,,,
1/2/2013 14:18,1,0.005,0,0,0,0,v,,,,
1/2/2013 14:24,1.032,0.004,0,0,0,0,v,,,,
1/2/2013 14:30,1.058,0.004,0,0,0,0,v,,,,
1/2/2013 14:36,1.079,0.003,0,0,0,0,v,,,,
1/2/2013 14:42,1.105,0.004,0,0,0,0,v,,,,
1/2/2013 14:48,1.124,0.002,0,0,0,0,v,,,,
1/2/2013 14:54,1.136,0.002,0,0,0,0,v,,,,
1/2/2013 15:00,1.151,0.003,0,0,0,0,v,,,,
1/2/2013 15:06,1.175,0.004,0,0,0,0,v,,,,
1/2/2013 15:12,1.196,0.002,0,0,0,0,v,,,,
1/2/2013 15:18,1.213,0.003,0,0,0,0,v,,,,
1/2/2013 15:24,1.225,0.002,0,0,0,0,v,,,,
1/2/2013 15:30,1.229,0.001,0,0,0,0,v,,,,
1/2/2013 15:36,1.239,0.003,0,0,0,0,v,,,,
1/2/2013 15:42,1.255,0.003,0,0,0,0,v,,,,
1/2/2013 15:48,1.276,0.004,0,0,0,0,v,,,,
1/2/2013 15:54,1.298,0.003,0,0,0,0,v,,,,
1/2/2013 16:00,1.311,0.002,0,0,0,0,v,,,,
1/2/2013 16:06,1.318,0.001,0,0,0,0,v,,,,
1/2/2013 16:12,1.322,0,0,0,0,0,v,,,,
1/2/2013 16:18,1.32,0.001,0,0,0,0,v,,,,
1/2/2013 16:24,1.307,0.003,0,0,0,0,v,,,,
1/2/2013 16:30,1.289,0.002,0,0,0,0,v,,,,
1/2/2013 16:36,1.276,0.002,0,0,0,0,v,,,,
1/2/2013 16:42,1.259,0.004,0,0,0,0,v,,,,
1/2/2013 16:48,1.231,0.004,0,0,0,0,v,,,,
1/2/2013 16:54,1.206,0.002,0,0,0,0,v,,,,
1/2/2013 17:00,1.192,0.002,0,0,0,0,v,,,,
1/2/2013 17:06,1.18,0.002,0,0,0,0,v,,,,
1/2/2013 17:12,1.154,0.005,0,0,0,0,v,,,,
1/2/2013 17:18,1.119,0.005,0,0,0,0,v,,,,
1/2/2013 17:24,1.086,0.005,0,0,0,0,v,,,,
1/2/2013 17:30,1.05,0.005,0,0,0,0,v,,,,
1/2/2013 17:36,1.016,0.004,0,0,0,0,v,,,,
1/2/2013 17:42,0.993,0.003,0,0,0,0,v,,,,
1/2/2013 17:48,0.98,0.001,0,0,0,0,v,,,,
1/2/2013 17:54,0.97,0.003,0,0,0,0,v,,,,
1/2/2013 18:00,0.94,0.006,0,0,0,0,v,,,,
1/2/2013 18:06,0.891,0.007,0,0,0,0,v,,,,
1/2/2013 18:12,0.846,0.007,0,0,0,0,v,,,,
1/2/2013 18:18,0.805,0.005,0,0,0,0,v,,,,
1/2/2013 18:24,0.774,0.004,0,0,0,0,v,,,,
1/2/2013 18:30,0.74,0.005,0,0,0,0,v,,,,
1/2/2013 18:36,0.713,0.004,0,0,0,0,v,,,,
1/2/2013 18:42,0.682,0.005,0,0,0,0,v,,,,
1/2/2013 18:48,0.642,0.006,0,0,0,0,v,,,,
1/2/2013 18:54,0.594,0.007,0,0,0,0,v,,,,
1/2/2013 19:00,0.545,0.007,0,0,0,0,v,,,,
1/2/2013 19:06,0.502,0.006,0,0,0,0,v,,,,
1/2/2013 19:12,0.46,0.005,0,0,0,0,v,,,,
1/2/2013 19:18,0.423,0.005,0,0,0,0,v,,,,
1/2/2013 19:24,0.385,0.007,0,0,0,0,v,,,,
1/2/2013 19:30,0.341,0.008,0,0,0,0,v,,,,
1/2/2013 19:36,0.287,0.008,0,0,0,0,v,,,,
1/2/2013 19:42,0.237,0.006,0,0,0,0,v,,,,
1/2/2013 19:48,0.198,0.005,0,0,0,0,v,,,,
1/2/2013 19:54,0.16,0.006,0,0,0,0,v,,,,
1/2/2013 20:00,0.12,0.006,0,0,0,0,v,,,,
1/2/2013 20:06,0.08,0.006,0,0,0,0,v,,,,
1/2/2013 20:12,0.046,0.006,0,0,0,0,v,,,,
1/2/2013 20:18,0.018,0.004,0,0,0,0,v,,,,
1/2/2013 20:24,-0.003,0.002,0,0,0,0,v,,,,
1/2/2013 20:30,-0.016,0.001,0,0,0,0,v,,,,
1/2/2013 20:36,-0.03,0.002,0,0,0,0,v,,,,
1/2/2013 20:42,-0.046,0.002,0,0,0,0,v,,,,
1/2/2013 20:48,-0.06,0.002,0,0,0,0,v,,,,
1/2/2013 20:54,-0.07,0.001,0,0,0,0,v,,,,
1/2/2013 21:00,-0.073,0.001,0,0,0,0,v,,,,
1/2/2013 21:06,-0.075,0.001,0,0,0,0,v,,,,
1/2/2013 21:12,-0.081,0.001,0,0,0,0,v,,,,
1/2/2013 21:18,-0.088,0.001,0,0,0,0,v,,,,
1/2/2013 21:24,-0.089,0,0,0,0,0,v,,,,
1/2/2013 21:30,-0.084,0.001,0,0,0,0,v,,,,
1/2/2013 21:36,-0.082,0.001,0,0,0,0,v,,,,
1/2/2013 21:42,-0.073,0.002,0,0,0,0,v,,,,
1/2/2013 21:48,-0.055,0.004,0,0,0,0,v,,,,
1/2/2013 21:54,-0.031,0.004,0,0,0,0,v,,,,
1/2/2013 22:00,-0.01,0.002,0,0,0,0,v,,,,
1/2/2013 22:06,0.003,0.002,0,0,0,0,v,,,,
1/2/2013 22:12,0.02,0.003,0,0,0,0,v,,,,
1/2/2013 22:18,0.04,0.003,0,0,0,0,v,,,,
1/2/2013 22:24,0.058,0.002,0,0,0,0,v,,,,
1/2/2013 22:30,0.073,0.002,0,0,0,0,v,,,,
1/2/2013 22:36,0.089,0.003,0,0,0,0,v,,,,
1/2/2013 22:42,0.111,0.004,0,0,0,0,v,,,,
1/2/2013 22:48,0.135,0.003,0,0,0,0,v,,,,
1/2/2013 22:54,0.152,0.002,0,0,0,0,v,,,,
1/2/2013 23:00,0.157,0.001,0,0,0,0,v,,,,
1/2/2013 23:06,0.16,0.001,0,0,0,0,v,,,,
1/2/2013 23:12,0.169,0.002,0,0,0,0,v,,,,
1/2/2013 23:18,0.184,0.003,0,0,0,0,v,,,,
1/2/2013 23:24,0.2,0.003,0,0,0,0,v,,,,
1/2/2013 23:30,0.214,0.002,0,0,0,0,v,,,,
1/2/2013 23:36,0.229,0.003,0,0,0,0,v,,,,
1/2/2013 23:42,0.242,0.002,0,0,0,0,v,,,,
1/2/2013 23:48,0.245,0.001,0,0,0,0,v,,,,
1/2/2013 23:54,0.24,0.001,0,0,0,0,v,,,,
